Weighted_F1,Timestamp,RunID,LogDir,Class,Accuracy,Macro_F1,Precision,Recall,F1,Support,TP,FN,FP,TN,Norm_First,Split_Ratio,Prob_Threshold,Model_RunID
0.1770268566385071,2026-02-04 00:27:12,1770071966168_8d52732c,log/pimaindians_diabetes/20260203-063916/6/biMaxInfgain/Standard__gaussian_noise__ADASYN/GradientBoosting,1,0.3376623376623376,0.2524271844660194,0.3421052631578947,0.9629629629629628,0.5048543689320388,27.0,26,1,50,0,True,0.1,0.35,1770071966168_8d52732c17701360324315414
0.1770268566385071,2026-02-04 00:28:37,1770071966168_8d52732c,log/pimaindians_diabetes/20260203-063916/6/biMaxInfgain/gaussian_noise__SMOTE__Standard/XGBmodel,0,0.3376623376623376,0.2524271844660194,0.0,0.0,0.0,50.0,0,50,1,26,False,0.1,0.35,1770071966168_8d52732c17701361172535509
0.1770268566385071,2026-02-04 00:27:12,1770071966168_8d52732c,log/pimaindians_diabetes/20260203-063916/6/biMaxInfgain/Standard__gaussian_noise__ADASYN/GradientBoosting,0,0.3376623376623376,0.2524271844660194,0.0,0.0,0.0,50.0,0,50,1,26,True,0.1,0.35,1770071966168_8d52732c17701360324315414
0.1770268566385071,2026-02-04 00:28:37,1770071966168_8d52732c,log/pimaindians_diabetes/20260203-063916/6/biMaxInfgain/gaussian_noise__SMOTE__Standard/XGBmodel,1,0.3376623376623376,0.2524271844660194,0.3421052631578947,0.9629629629629628,0.5048543689320388,27.0,26,1,50,0,False,0.1,0.35,1770071966168_8d52732c17701361172535509
0.1820679320679321,2026-02-04 01:18:02,1770071966168_8d52732c,log/pimaindians_diabetes/20260203-063916/6/biMeanInfgain/Standard__gaussian_noise__ADASYN/GradientBoosting,1,0.3506493506493506,0.2596153846153846,0.3506493506493506,1.0,0.5192307692307693,27.0,27,0,50,0,True,0.1,0.35,1770071966168_8d52732c17701390824788539
