Macro_F1,Timestamp,RunID,LogDir,Class,Accuracy,Weighted_F1,Precision,Recall,F1,Support,TP,FN,FP,TN,Norm_First,Split_Ratio,Prob_Threshold,Model_RunID
0.850696280627534,2026-02-04 04:26:51,1770071966168_8d52732c,log/pimaindians_diabetes/20260203-063916/8/noSelect/MinMax__noAUG__SMOTE/XGBmodel,0,0.8571428571428571,0.8599632343683111,0.9534883720930232,0.82,0.8817204301075269,50.0,41,9,2,25,True,0.1,0.5,1770071966168_8d52732c17701504111153718
0.850696280627534,2026-02-04 04:47:00,1770071966168_8d52732c,log/pimaindians_diabetes/20260203-063916/8/noSelect/Standard__noAUG__SMOTE/XGBmodel,1,0.8571428571428571,0.8599632343683111,0.7352941176470589,0.925925925925926,0.819672131147541,27.0,25,2,9,41,True,0.1,0.5,1770071966168_8d52732c17701516206882945
0.850696280627534,2026-02-04 04:47:00,1770071966168_8d52732c,log/pimaindians_diabetes/20260203-063916/8/noSelect/Standard__noAUG__SMOTE/XGBmodel,0,0.8571428571428571,0.8599632343683111,0.9534883720930232,0.82,0.8817204301075269,50.0,41,9,2,25,True,0.1,0.5,1770071966168_8d52732c17701516206882945
0.850696280627534,2026-02-04 04:26:51,1770071966168_8d52732c,log/pimaindians_diabetes/20260203-063916/8/noSelect/MinMax__noAUG__SMOTE/XGBmodel,1,0.8571428571428571,0.8599632343683111,0.7352941176470589,0.925925925925926,0.819672131147541,27.0,25,2,9,41,True,0.1,0.5,1770071966168_8d52732c17701504111153718
0.8468077410019894,2026-02-04 00:47:54,1770071966168_8d52732c,log/pimaindians_diabetes/20260203-063916/6/biMeanInfgain/MinMax__mixup__TomekLinks/XGBmodel,0,0.8571428571428571,0.8586931245639872,0.9148936170212766,0.86,0.8865979381443299,50.0,43,7,4,23,True,0.1,0.35,1770071966168_8d52732c17701372748641564
