Metric,Mean,Std
Accuracy,0.6757478632478633,0.0932225096950302
Macro_Precision,0.6875036658945957,0.0612213997170667
Macro_Recall,0.6861580207344096,0.0706652803120303
Macro_F1,0.6571320886576496,0.09469437625663484
Weighted_Precision,0.7275877969707383,0.0569395641956245
Weighted_Recall,0.6757478632478633,0.0932225096950302
Weighted_F1,0.6716277234811425,0.10678782697347566
Micro_Precision,0.6757478632478633,0.0932225096950302
Micro_Recall,0.6757478632478633,0.0932225096950302
Micro_F1,0.6757478632478633,0.0932225096950302
Integrated_Score,0.6797380654799383,0.08290948616011305
