Prob_Threshold,LogDir,Norm_First,Split_Ratio,Timestamp,RunID,Model_RunID,Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Weighted_Precision,Weighted_Recall,Weighted_F1,Micro_Precision,Micro_Recall,Micro_F1,Integrated_Score
0.5,log/pimaindians_diabetes/8/noSelect/noAUG__noIMB__Standard/sklearn_SVM,False,0.2,2026-01-30 21:13:48,1769764270122_202fd60e,1769764270122_202fd60e17697788280661832,0.737012987012987,0.7132095834232679,0.6867592592592593,0.6944509160224505,0.7292093245137611,0.737012987012987,0.7285028008103303,0.737012987012987,0.737012987012987,0.7370129870129869,0.7211660690497406
0.5,log/pimaindians_diabetes/5/infgain/Standard__mixup__RandomUnderSampler/XGBmodel,True,0.2,2026-01-30 17:51:42,1769764270122_202fd60e,1769764270122_202fd60e17697667023597157,0.7012987012987013,0.6879087681584262,0.7039814814814815,0.6887415791046836,0.7265922013625747,0.7012987012987013,0.7074061178974613,0.7012987012987013,0.7012987012987013,0.7012987012987013,0.7017898801700504
0.5,log/pimaindians_diabetes/5/infgain/Standard__mixup__RandomUnderSampler/random_forest,True,0.1,2026-01-30 17:51:39,1769764270122_202fd60e,1769764270122_202fd60e17697666991603750,0.8311688311688312,0.817316169104388,0.8401851851851851,0.8225307709048701,0.8482291501325764,0.8311688311688312,0.8341449562189999,0.8311688311688312,0.8311688311688312,0.8311688311688312,0.8315419419783276
0.5,log/pimaindians_diabetes/5/infgain/Standard__mixup__RandomUnderSampler/random_forest,True,0.2,2026-01-30 17:51:42,1769764270122_202fd60e,1769764270122_202fd60e17697667021480380,0.724025974025974,0.7063500170241743,0.7214814814814814,0.7094554370211441,0.7417375270286404,0.724025974025974,0.7288882499055931,0.724025974025974,0.724025974025974,0.724025974025974,0.7223188452028295
0.5,log/pimaindians_diabetes/7/biMeanInfgain/Standard__gaussian_noise__noIMB/DTmodel,True,0.1,2026-01-30 19:10:35,1769764270122_202fd60e,1769764270122_202fd60e17697714359081293,0.6493506493506493,0.6256279550827424,0.632037037037037,0.626909576930269,0.6625308940468515,0.6493506493506493,0.6542036552152704,0.6493506493506493,0.6493506493506493,0.6493506493506493,0.6439268331787535
