Prob_Threshold,Timestamp,RunID,LogDir,Norm_First,Model_RunID,Split_Ratio,Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Weighted_Precision,Weighted_Recall,Weighted_F1,Micro_Precision,Micro_Recall,Micro_F1,Integrated_Score
0.35,2026-01-30 17:11:10,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/4/biMaxInfgain/noAUG__noIMB__MinMax/sklearn_SVM,False,1769764270122_202fd60e17697642702027646,0.1,0.7662337662337663,0.7442528735632183,0.7518518518518519,0.7474489795918368,0.7708613225854606,0.7662337662337663,0.7680227935329976,0.7662337662337663,0.7662337662337663,0.7662337662337663,0.7605108772622845
0.35,2026-01-31 09:14:46,1769799643988_de279966,log/pimaindians_diabetes/20260131-030035/6/infgain/MinMax__mixup__SMOTE/DTmodel,True,1769799643988_de27996617698220861789338,0.1,0.6493506493506493,0.6277777777777778,0.6362962962962964,0.6290811775200713,0.665945165945166,0.6493506493506493,0.6549810581924765,0.6493506493506493,0.6493506493506493,0.6493506493506493,0.6453515190990657
0.35,2026-01-30 18:26:54,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/7/biMaxInfgain/MinMax__mixup__noIMB/GradientBoosting,True,1769764270122_202fd60e17697688145245709,0.2,0.7467532467532467,0.7365518411674868,0.7581481481481481,0.7374426229508196,0.7756572292462331,0.7467532467532467,0.7522111986374281,0.7467532467532467,0.7467532467532467,0.7467532467532466,0.7491850937957225
0.35,2026-01-30 18:26:54,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/7/biMaxInfgain/MinMax__mixup__noIMB/LogisticRegression,True,1769764270122_202fd60e17697688140957715,0.2,0.7207792207792207,0.7048378795676788,0.721111111111111,0.7073407875546913,0.7415029643542252,0.7207792207792207,0.726073149019187,0.7207792207792207,0.7207792207792207,0.7207792207792207,0.7200689743010713
0.35,2026-01-30 18:26:53,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/7/biMaxInfgain/MinMax__mixup__noIMB/DTmodel,True,1769764270122_202fd60e17697688138084427,0.2,0.7597402597402597,0.7390269698572185,0.7511111111111111,0.7432755125028159,0.7688023240640903,0.7597402597402597,0.7626954707828778,0.7597402597402597,0.7597402597402597,0.7597402597402597,0.7556857918921998
