Part,MeanImportance,StdImportance,Rank
Model,0.5983807592799409,0.030242716189633288,1
FS_Method,0.07567535346680519,0.003981727183964553,2
Norm_Order,0.0643449486205899,0.004912593489916311,3
Scaler,0.057808024038669054,0.004723425769104031,4
AugName,0.0,0.0,5
FeatureNum,0.0,0.0,5
ImblName,0.0,0.0,5
Prob_Threshold,0.0,0.0,5
Split_Ratio,0.0,0.0,5
