Metric,AugMethod:noAUG,AugMethod:mixup,Model:sklearn_SVM,Split_Ratio:0.1,Model:GradientBoosting,ImblMethod:TomekLinks,Model:LogisticRegression,Model:XGBmodel,Prob_Threshold:0.5,ImblMethod:RandomUnderSampler
Accuracy,0.04024100364105787,0.03786310143152014,0.05456701695992661,0.09602468281024058,0.09973758488842624,0.055971899417392224,0.0686454179379151,0.10235133284140564,0.07350996175585538,0.08159774676740275
Macro_F1,0.04282510398714711,0.041994839914201436,0.06102861221270455,0.10423658167417804,0.11063320954037872,0.07091564409144868,0.07217658408679761,0.11162191534905191,0.08187259587920229,0.08392563858727246
Macro_Precision,0.042033338482386,0.042202294448147444,0.03302042492554883,0.07435630262723242,0.06024882613253721,0.06173643175410766,0.02583121447719402,0.06119093922427035,0.06802051537314312,0.06186479948646996
Macro_Recall,0.04871580850775383,0.04972569826271015,0.05483037170733082,0.08736690201531694,0.07817721722326679,0.07270161360284833,0.04894331000160324,0.08057281827935515,0.07889472021059983,0.07268066346151826
Weighted_F1,0.04047528980437023,0.038128684029630655,0.06373888944856049,0.11199151974207844,0.1252640477393623,0.06042336991934742,0.08440564033380903,0.12609387367823055,0.0786392565158417,0.09082315863448286
Weighted_Precision,0.04630383354012119,0.046392009290540846,0.03933769902907579,0.07540761286944071,0.06290959031160842,0.05970731095312543,0.03178938218481338,0.062033548748580684,0.0660481764944378,0.06367367326942848
