Metric,AugName:noAug,AugName:mixup,Model:sklearn_SVM,Split_Ratio:0.1,Model:GradientBoosting,Model:XGBmodel,ImblName:TomekLinks,Model:LogisticRegression,Prob_Threshold:0.5,ImblName:noImbl
Accuracy,0.7213411588411589,0.7236492673992674,0.7156718281718282,0.7004911754911756,0.6966908091908092,0.6956772394272395,0.7107337107337107,0.6862179487179487,0.7070072288822289,0.7108967421467423
Macro_F1,0.7096019067270186,0.7103361162841979,0.6984936926052481,0.6840501414846811,0.6798442536117565,0.6783414783845817,0.6856283481344911,0.671842117627542,0.6838455303805304,0.6805555715075172
Macro_Precision,0.7217593950230082,0.7196515228448361,0.7244403136805628,0.7115794898081709,0.7120151317645728,0.7093792090334086,0.6982446207421448,0.7138256584795291,0.6967093528190125,0.6947901100833774
Macro_Recall,0.7341980353751187,0.7316638028252612,0.725792497625831,0.7145607193732193,0.714323777302944,0.7115461182336182,0.6988912877888572,0.7115960351377019,0.6988710727287116,0.6900051440329218
Weighted_F1,0.7247433509204483,0.7269456516793094,0.7141673513459192,0.6978831618498315,0.6919461117403506,0.6910493534650233,0.7094309710749109,0.6818820855345497,0.706256472173054,0.7075097043616073
Weighted_Precision,0.7634310338018458,0.7594146328980054,0.7645115290290486,0.7533874849664844,0.7545594848263735,0.7513600122663623,0.7315779150805918,0.7611489853522483,0.7310533932261558,0.7250457474983897
