Metric,Mean,Std
Accuracy,0.7000492562992563,0.09365560047549083
Macro_Precision,0.7102832302885328,0.06942491717013291
Macro_Recall,0.7100622032288698,0.08419602002227021
Macro_F1,0.6800523254041353,0.10118865549021547
Weighted_Precision,0.7504328107671645,0.06998685942029284
Weighted_Recall,0.7000492562992563,0.09365560047549085
Weighted_F1,0.6951261001117836,0.10926778422595787
Micro_Precision,0.7000492562992563,0.09365560047549083
Micro_Recall,0.7000492562992563,0.09365560047549083
Micro_F1,0.7000492562992563,0.09365560047549083
Integrated_Score,0.703374290775547,0.08731859429122492
