PipelinePart,PartValue,Metric,Value
FeatureNum,4.0,Accuracy,0.7263933982683982
FeatureNum,5.0,Accuracy,0.7275883838383838
FeatureNum,6.0,Accuracy,0.7261453823953824
FeatureNum,7.0,Accuracy,0.721162518037518
FeatureNum,8.0,Accuracy,0.7261453823953824
FeatureNum,4.0,Macro_Precision,0.7060800167251566
FeatureNum,5.0,Macro_Precision,0.7069315363589226
FeatureNum,6.0,Macro_Precision,0.7063471721957943
FeatureNum,7.0,Macro_Precision,0.7037056980249488
FeatureNum,8.0,Macro_Precision,0.7095929909393002
FeatureNum,4.0,Macro_Recall,0.7009137088477366
FeatureNum,5.0,Macro_Recall,0.7055459104938272
FeatureNum,6.0,Macro_Recall,0.7032960390946502
FeatureNum,7.0,Macro_Recall,0.7022395833333334
FeatureNum,8.0,Macro_Recall,0.708531378600823
FeatureNum,4.0,Macro_F1,0.6990243163491253
FeatureNum,5.0,Macro_F1,0.7023291588826301
FeatureNum,6.0,Macro_F1,0.7000530079668121
FeatureNum,7.0,Macro_F1,0.6969888068292419
FeatureNum,8.0,Macro_F1,0.7030604293297549
FeatureNum,4.0,Weighted_Precision,0.7321299907098896
FeatureNum,5.0,Weighted_Precision,0.7344652642787488
FeatureNum,6.0,Weighted_Precision,0.7335432799188124
FeatureNum,7.0,Weighted_Precision,0.7324613337769463
FeatureNum,8.0,Weighted_Precision,0.738093752610099
FeatureNum,4.0,Weighted_Recall,0.7263933982683982
FeatureNum,5.0,Weighted_Recall,0.7275883838383838
FeatureNum,6.0,Weighted_Recall,0.7261453823953824
FeatureNum,7.0,Weighted_Recall,0.721162518037518
FeatureNum,8.0,Weighted_Recall,0.7261453823953824
FeatureNum,4.0,Weighted_F1,0.7253875988313644
FeatureNum,5.0,Weighted_F1,0.7275768932903778
FeatureNum,6.0,Weighted_F1,0.7256449238496283
FeatureNum,7.0,Weighted_F1,0.7214263001469878
FeatureNum,8.0,Weighted_F1,0.726710320586574
FeatureNum,4.0,Micro_Precision,0.7263933982683982
FeatureNum,5.0,Micro_Precision,0.7275883838383838
FeatureNum,6.0,Micro_Precision,0.7261453823953824
FeatureNum,7.0,Micro_Precision,0.721162518037518
FeatureNum,8.0,Micro_Precision,0.7261453823953824
