Split_Ratio,Timestamp,RunID,LogDir,Norm_First,Model_RunID,Prob_Threshold,Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Weighted_Precision,Weighted_Recall,Weighted_F1,Micro_Precision,Micro_Recall,Micro_F1,Integrated_Score
0.2,2026-02-04 04:57:16,1770071966168_8d52732c,log/pimaindians_diabetes/20260203-063916/8/noSelect/Standard__mixup__TomekLinks/GradientBoosting,True,1770071966168_8d52732c17701522365092236,0.5,0.7142857142857143,0.6845238095238095,0.6607407407407406,0.667059748427673,0.7040816326530612,0.7142857142857143,0.7045148247978437,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.696385089989874
0.2,2026-01-31 03:59:25,1769799643988_de279966,log/pimaindians_diabetes/20260131-030035/5/biMaxInfgain/MinMax__mixup__noIMB/LogisticRegression,True,1769799643988_de27996617698031654089876,0.35,0.7077922077922078,0.6868131868131868,0.6983333333333333,0.6898912605718889,0.7212787212787212,0.7077922077922078,0.7121464922512044,0.7077922077922078,0.7077922077922078,0.7077922077922078,0.7040650701828711
0.2,2026-02-03 22:39:21,1770071966168_8d52732c,log/pimaindians_diabetes/20260203-063916/5/biMeanInfgain/mixup__SMOTE__Standard/sklearn_SVM,False,1770071966168_8d52732c17701295611275019,0.5,0.7662337662337663,0.7643387314439947,0.7901851851851851,0.7604148660328436,0.8079245316087421,0.7662337662337663,0.771567758084612,0.7662337662337663,0.7662337662337663,0.7662337662337663,0.7725357449349168
0.2,2026-02-03 22:39:21,1770071966168_8d52732c,log/pimaindians_diabetes/20260203-063916/5/biMeanInfgain/mixup__SMOTE__Standard/random_forest,False,1770071966168_8d52732c17701295618934178,0.5,0.7597402597402597,0.7496181910741557,0.7724074074074074,0.7509071038251366,0.7884194542942209,0.7597402597402597,0.7649183166560215,0.7597402597402597,0.7597402597402597,0.7597402597402597,0.7623144222458559
0.2,2026-02-03 22:39:22,1770071966168_8d52732c,log/pimaindians_diabetes/20260203-063916/5/biMeanInfgain/mixup__SMOTE__Standard/XGBmodel,False,1770071966168_8d52732c17701295625334464,0.5,0.7662337662337663,0.7643387314439947,0.7901851851851851,0.7604148660328436,0.8079245316087421,0.7662337662337663,0.771567758084612,0.7662337662337663,0.7662337662337663,0.7662337662337663,0.7725357449349168
