Metric,Mean,Std
Accuracy,0.7413194444444444,0.0519485175884144
Macro_Precision,0.7192620042281143,0.05855368929822156
Macro_Recall,0.7067351466049383,0.05353928199619564
Macro_F1,0.7099159863432334,0.05522555771888261
Weighted_Precision,0.7400259295454699,0.0508331113506284
Weighted_Recall,0.7413194444444444,0.0519485175884144
Weighted_F1,0.7380967420494282,0.05099436821852528
Micro_Precision,0.7413194444444444,0.0519485175884144
Micro_Recall,0.7413194444444444,0.0519485175884144
Micro_F1,0.7413194444444444,0.05194851758841439
Integrated_Score,0.7303319950745291,0.05272710568866903
