Metric,Mean,Std
Accuracy,0.6750957375957376,0.09422476433297977
Macro_Precision,0.6869557237415148,0.05625995007199905
Macro_Recall,0.6849683048433048,0.0655887861438271
Macro_F1,0.6552244858765068,0.09717076250128098
Weighted_Precision,0.7265261616030328,0.05244451302291006
Weighted_Recall,0.6750957375957376,0.09422476433297977
Weighted_F1,0.6694124111168444,0.11206849270647748
Micro_Precision,0.6750957375957376,0.09422476433297977
Micro_Recall,0.6750957375957376,0.09422476433297977
Micro_F1,0.6750957375957376,0.09422476433297976
Integrated_Score,0.6785788486060826,0.08282566340537302
