Metric,AugName:noAug,FS_Method:biMaxInfgain,FS_Method:infgain,FS_Method:noSelect,FeatureNum:4.0,FeatureNum:5.0,FeatureNum:6.0,FeatureNum:7.0,FeatureNum:8.0,ImblName:noImbl,Model:DTmodel,Model:GradientBoosting,Model:LogisticRegression,Model:XGBmodel,Model:random_forest,Model:sklearn_SVM,Norm_Order:first,Norm_Order:last,Prob_Threshold:0.5,Scaler:minmax,Scaler:standard,Split_Ratio:0.2
Accuracy,0.040377766144307964,0.039048823211788354,0.04123672569782763,0.04239196715048636,0.0394978099614092,0.042730903578636945,0.03538353795889082,0.042743169370491135,0.04239196715048636,0.040377766144307964,0.031151369406476673,0.021937046399182033,0.02187308208934582,0.027916690845183643,0.022899290641327636,0.02501307318036296,0.04048867464684066,0.04032902052247783,0.040377766144307964,0.03853597822911518,0.042198207002501834,0.040377766144307964
Macro_F1,0.03916698600129851,0.0386782384181508,0.03986718602882507,0.03855880382198612,0.03903782060559529,0.04278242142050273,0.035047474690761124,0.03998158386725895,0.03855880382198612,0.03916698600129851,0.031988256821047376,0.023162150285413276,0.022372257275894106,0.03016648443867786,0.02380116177086317,0.02695813388777791,0.03927319634608238,0.03912106639527304,0.03916698600129851,0.0366677202768292,0.041482437111100987,0.03916698600129851
Macro_Precision,0.04658234628127765,0.04408764925367617,0.04873215155700489,0.04736659185503405,0.047599469857277074,0.04907649459184472,0.041577059516109315,0.04775592625056032,0.04736659185503405,0.04658234628127765,0.031989349437913095,0.025690903470066855,0.029292674024594175,0.03437626045770665,0.02759619773775828,0.03527806855163585,0.04674375532399559,0.046492420328773224,0.04658234628127765,0.04529977140978036,0.04788845930555331,0.04658234628127765
Macro_Recall,0.036420224511915164,0.03654843294477324,0.03674040016090629,0.034462047527767575,0.036252036556064175,0.040322813104873644,0.03330110899661136,0.036599014539897376,0.034462047527767575,0.036420224511915164,0.03254852038203255,0.022934057595454676,0.020769331712944362,0.029218277898887576,0.023407479053357445,0.02502384662415974,0.03650409356290024,0.03639249790920493,0.036420224511915164,0.03366638779623372,0.038881876658457284,0.036420224511915164
Weighted_F1,0.03768342119605274,0.03684785113020516,0.038382747791697855,0.03855401264199887,0.03710667672237207,0.040575138834119485,0.0331814100617768,0.039308350619832594,0.03855401264199887,0.03768342119605274,0.029982011650743472,0.021171551279889584,0.02074885066981491,0.02738361835590461,0.021913772332690942,0.02444852700434336,0.037786842422567954,0.03763800833435403,0.03768342119605274,0.035533817526799315,0.039739711944169,0.03768342119605274
Weighted_Precision,0.03796140840278835,0.0366929854336124,0.03935710462538584,0.03746723941863521,0.03867100879164402,0.04103079244558136,0.033866679655891525,0.038517795576361,0.03746723941863521,0.03796140840278835,0.029407802720441252,0.021522571577249537,0.022866053806910692,0.028486680619725424,0.022675644524919162,0.028114769398056905,0.038084755649618565,0.03789637380469788,0.03796140840278835,0.0361369457876423,0.03975648787547866,0.03796140840278835
