Metric,AugName:noAug,FS_Method:biMaxInfgain,FS_Method:infgain,FS_Method:noSelect,FeatureNum:4.0,FeatureNum:5.0,FeatureNum:6.0,FeatureNum:7.0,FeatureNum:8.0,ImblName:noImbl,Model:DTmodel,Model:GradientBoosting,Model:LogisticRegression,Model:XGBmodel,Model:random_forest,Model:sklearn_SVM,Norm_Order:first,Norm_Order:last,Prob_Threshold:0.5,Scaler:minmax,Scaler:standard,Split_Ratio:0.2
Accuracy,0.7350489017155684,0.7333152958152958,0.7362689393939393,0.7371031746031745,0.7364267676767677,0.7355248917748918,0.735930735930736,0.731286075036075,0.7371031746031745,0.7350489017155684,0.6669071669071669,0.7378547378547379,0.7623857623857624,0.7485569985569986,0.7417027417027418,0.7528860028860029,0.7351290684624018,0.734968734968735,0.7350489017155684,0.7348685265351932,0.7352292768959436,0.7350489017155684
Macro_F1,0.7013305185032992,0.7013404720352768,0.7003152155761084,0.7053519160841523,0.7006672344133866,0.7029119215440285,0.701596435886025,0.6981357833793304,0.7053519160841523,0.7013305185032992,0.6385970916444317,0.7057479406594754,0.7263173989369308,0.7156300470603255,0.7116214551838886,0.7100691775347434,0.7014115939608928,0.7012494430457057,0.7013305185032992,0.6993917815901848,0.7032692554164138,0.7013305185032992
Macro_Precision,0.7132879219484425,0.7101462291715746,0.7155362665791013,0.7168613145332796,0.7147832725925612,0.712563659014076,0.7139744256885987,0.7100436342061156,0.7168613145332796,0.7132879219484425,0.6389533600839697,0.7134347384377997,0.7454377547373368,0.726844913694102,0.7181851675957548,0.7368715971416924,0.7133976689126,0.7131781749842852,0.7132879219484425,0.7140529464034753,0.7125228974934098,0.7132879219484425
Macro_Recall,0.6972030749885688,0.6981835133744856,0.6950745884773663,0.701795267489712,0.6953883744855968,0.6988940329218107,0.6975205761316873,0.694713220164609,0.701795267489712,0.6972030749885688,0.641375171467764,0.7024725651577504,0.7183641975308641,0.7110288065843621,0.7091426611796983,0.700835048010974,0.6972713763145862,0.6971347736625515,0.6972030749885688,0.6947833790580704,0.6996227709190672,0.6972030749885688
Weighted_F1,0.7309600724305253,0.7302388394002313,0.7309692405182195,0.7338083322009245,0.7313009848213669,0.7320819344026026,0.7314925887743864,0.7275406518385457,0.7338083322009245,0.7309600724305253,0.6684819657742287,0.7345997163272665,0.7558564766040123,0.7443304783557488,0.7392403930447945,0.7432514044771007,0.7310365824860486,0.7308835623750018,0.7309600724305253,0.72982604881359,0.7320940960474605,0.7309600724305253
Weighted_Precision,0.7333505811480144,0.7318668094612039,0.7338957462028007,0.7371050076761119,0.7334415747047351,0.7333157831258224,0.7338880000960395,0.7308797534014122,0.7371050076761119,0.7333505811480144,0.6728749863873099,0.7350139662650812,0.7585172751067789,0.7455517869530255,0.7401636726474884,0.7479817995284029,0.7334364944096444,0.7332646678863846,0.7333505811480144,0.7330851071584874,0.7336160551375416,0.7333505811480144
