Metric,Split_Ratio:0.1,ImblName:ADASYN,Prob_Threshold:0.35,Scaler:standard,FS_Method:biMaxInfgain,ImblName:SMOTE,FS_Method:biMeanInfgain,Norm_Order:last,Model:random_forest,FeatureNum:5.0
Accuracy,0.6573773448773449,0.631698162948163,0.635780192030192,0.6548638861138861,0.654327876984127,0.6464958652458652,0.6549231150793651,0.6488400488400489,0.6336642524142524,0.6530723905723905
Macro_F1,0.6412209376233315,0.6191318164655841,0.6236538305534988,0.6369232748968147,0.6361677045070838,0.6337396518095307,0.6368895865672238,0.6308271532342284,0.6168817111731058,0.6355143359795721
Macro_Precision,0.6691549784979116,0.6585866642908645,0.6630594754422312,0.663370343037451,0.6618280072574483,0.6621971825680945,0.6625143990054132,0.6592215576414103,0.6532395180537491,0.6605042060620505
Macro_Recall,0.6717264957264957,0.6603102742165242,0.664931663501108,0.6653448480531814,0.6642164994855967,0.6671597024374801,0.6646548675411522,0.6604807890155112,0.6541609093067426,0.6632376971879287
Weighted_F1,0.6558466676737114,0.6277445799948597,0.6324144571458064,0.6529710467761178,0.6525193660381132,0.6459850226701653,0.6532995380713612,0.6464332413723353,0.6284730880548142,0.6516813763870437
Weighted_Precision,0.7132537454003589,0.7071084177657019,0.7120244044933374,0.7064114006521619,0.704693858542212,0.7083550895837971,0.7054179315411515,0.7027022136042395,0.698954851969084,0.703262044032718
