,FeatureNum,InfoGain,Scaler,AugMethod,ImblMethod,Model,NormOrder,Prob_Threshold,Split_Ratio
Accuracy,0.08788899888089477,0.08794737547238952,0.08777760339530355,0.05997431673378336,0.08004761384003901,0.08239382815731397,0.08758419013787014,0.08476463683283726,0.08686354590427965
Macro_Precision,0.06313100107324222,0.06311035109369025,0.06339411997386865,0.05101115166521688,0.06293830317123095,0.049455045906745355,0.06333394105290416,0.06338485783342045,0.061738134041228396
Macro_Recall,0.07716361795854629,0.07715783425209533,0.07734611713393208,0.0568946114184034,0.07624495647237535,0.06833234588566964,0.0772877412493808,0.07724600172044793,0.07573084770582036
Macro_F1,0.09398535177704562,0.09401990326988355,0.09392650788528134,0.06198702096482734,0.08959944465113723,0.08804926177511764,0.0937580513499516,0.09214494976028148,0.09286270645715886
Weighted_F1,0.10279693808862884,0.10288250092709261,0.1026484350165418,0.06687159571728708,0.09307882664057213,0.0971393022469602,0.102413378382791,0.09815899964013858,0.10186417275033191
Weighted_Precision,0.06379167994538389,0.06375326928052656,0.06414705540002638,0.05413924971439634,0.06275107234499935,0.05069490557618971,0.0640739545458365,0.06347764578686999,0.0625269143478976
