Metric,Mean,Std
Accuracy,0.6720196759259259,0.0940415157414965
Macro_Precision,0.6823180925883467,0.0727384584025264
Macro_Recall,0.6803903034979423,0.07821900934415185
Macro_F1,0.6529551696265792,0.09594846056873989
Weighted_Precision,0.7225089692713571,0.06985410234698103
Weighted_Recall,0.6720196759259259,0.0940415157414965
Weighted_F1,0.6686260039995053,0.10558200952577405
Micro_Precision,0.6720196759259259,0.0940415157414965
Micro_Recall,0.6720196759259259,0.0940415157414965
Micro_F1,0.6720196759259259,0.09404151574149648
Integrated_Score,0.6755667829500476,0.08585691964752465
