Metric,Mean,Std
Accuracy,0.7272664835164836,0.04021530025348395
Macro_Precision,0.7227190938097181,0.04202587660205414
Macro_Recall,0.7337852564102564,0.04871316578915317
Macro_F1,0.7131226303653067,0.04280602404806489
Weighted_Precision,0.7617873117270061,0.04630159553284702
Weighted_Recall,0.7272664835164836,0.04021530025348395
Weighted_F1,0.7301205599920766,0.040448900951222826
Micro_Precision,0.7272664835164836,0.04021530025348395
Micro_Recall,0.7272664835164836,0.04021530025348395
Micro_F1,0.7272664835164835,0.04021530025348394
Integrated_Score,0.7292222381548987,0.040003679457212234
