Metric,AugName_gaussian_noise,AugName_mixup,AugName_noAug,FS_Method_biMaxInfgain,FS_Method_biMeanInfgain,FS_Method_infgain,FS_Method_noSelect,FeatureNum,ImblName_ADASYN,ImblName_RandomUnderSampler,ImblName_SMOTE,ImblName_TomekLinks,ImblName_noImbl,Model_DTmodel,Model_GradientBoosting,Model_LogisticRegression,Model_XGBmodel,Model_random_forest,Model_sklearn_SVM,Norm_Order_first,Norm_Order_last,Prob_Threshold,Random_State,Scaler_minmax,Scaler_standard,Split_Ratio
Accuracy,0.31643725657880667,0.005625847081408757,0.0055105057290430635,0.01139157361479141,0.011273607990382914,0.020364770994051772,0.0038449636932211097,0.06165427351078968,0.03384186003083752,0.021670082846093095,0.021503240948461688,0.04056499073000293,0.035110068567383565,0.0806437695914073,0.009150735010559316,0.036428142419027226,0.009311251418347119,0.04135374095745414,0.03432202218819772,0.014449874446266948,0.01526468057035154,0.1024196643484291,0.0,0.017028141383055927,0.017549485693279954,0.03328544965834963
Macro_F1,0.3725298780085932,0.005404761894669113,0.005316402676628041,0.011769295237492294,0.01182038958234368,0.02096092733769805,0.004006926157359547,0.062301465304359246,0.04318271103451281,0.026279786478044895,0.027476369952689646,0.022033256409635615,0.021723753734044157,0.08117153587807464,0.01063956078661693,0.026626442999337654,0.009632319226728615,0.04106281849643856,0.035581957202433,0.014860305863600851,0.014238680364956518,0.06728228550734644,0.0,0.021866983034176984,0.014731678846256237,0.027499507985963154
Macro_Precision,0.20426981245539733,0.007734359084906831,0.007674885408434187,0.018474388796825402,0.016118656918132093,0.0270789549231485,0.005448219096979875,0.08254982924382513,0.01660437593662519,0.017378475109335313,0.016670403640913226,0.019253726258622598,0.021127623466160463,0.22514120780510777,0.023491804416565523,0.040288164071489024,0.01794102782830775,0.026695194575795743,0.05108572249358171,0.016841946268087528,0.017239594887511155,0.043300101662787,0.0,0.01622732653955091,0.02075096155423734,0.04061323755767255
Macro_Recall,0.3278307942797782,0.007890179430073424,0.007873013692321339,0.01368861624072362,0.013561479301037157,0.0248636315704602,0.0050334530986106815,0.07067041626180191,0.018799444410102357,0.018253356065510592,0.014978854063814709,0.02129247215359287,0.025272911384747524,0.15618139577819076,0.024901350474526077,0.016944170837444924,0.017506241733646087,0.0438165876490076,0.01807680446468903,0.014515959578333142,0.014656001185308243,0.0493826389531318,0.0,0.01839713264557898,0.016594635648489255,0.0390184590990796
Weighted_F1,0.33441443760015593,0.004346920766247571,0.004343482189754873,0.011018890266121026,0.010877428671051322,0.018927622940439072,0.003322921685496747,0.058717208098009684,0.05334466164222982,0.026437366276547893,0.03161916925127679,0.026846302438639013,0.023605999582359448,0.058134284299571876,0.013866329964216184,0.02123552922471604,0.013979292842510345,0.050639561645381956,0.03082027340629033,0.015052653416744,0.015439015119504384,0.10512380316522553,0.0,0.01965173971175466,0.016704670357861582,0.03153043543789395
Weighted_Precision,0.19633159403554734,0.007297187556106445,0.00731240609971255,0.01918395317211997,0.01655369380626716,0.027009755752540738,0.005358786710325706,0.08635318513309301,0.01976363870089245,0.01753325862838465,0.016740699569023874,0.027926253008377352,0.03173312828502177,0.19646905629992148,0.009959267801936648,0.05805884243697465,0.00919841182865919,0.010763788052951117,0.05932426819418768,0.01814986851022462,0.0184812043443331,0.05880976174078221,0.0,0.016335223925166616,0.017290039409289252,0.04806272699816038
