Part,MeanImportance,StdImportance,Rank
AugName,0.30469062076126413,0.07169437557590583,1
Model,0.26840714571671526,0.08118832337627055,2
ImblName,0.12642804010064732,0.02945361623740622,3
FS_Method,0.05532548459293667,0.010468615361830209,4
Scaler,0.03552133645811628,0.0013226344316387734,5
Norm_Order,0.03153163075920367,0.0031104803581896512,6
FeatureNum,0.0,0.0,7
Prob_Threshold,0.0,0.0,7
Random_State,0.0,0.0,7
Split_Ratio,0.0,0.0,7
