Part,MeanImportance,StdImportance,Rank
AugName,0.2873425895338692,0.058411374756309774,1
Model,0.24049779174414598,0.08287753475931518,2
ImblName,0.11927825392983622,0.049223724587782645,3
FS_Method,0.04016339157313958,0.0067046269461085205,4
Scaler,0.026720344436492804,0.001273099302255262,5
Norm_Order,0.022961541113544124,0.0012598072005683136,6
FeatureNum,0.0,0.0,7
Prob_Threshold,0.0,0.0,7
Random_State,0.0,0.0,7
Split_Ratio,0.0,0.0,7
