,DTmodel,GradientBoosting,LogisticRegression,XGBmodel,random_forest,sklearn_SVM
DTmodel,0.0,0.06482437995809874,0.08996168408744763,0.07238185592784568,0.06706655091789389,0.07719727464598
GradientBoosting,0.06482437995809874,0.0,0.033752811563086196,0.024969066334925107,0.02400720086486298,0.02880741860674753
LogisticRegression,0.08996168408744763,0.033752811563086196,0.0,0.031642497772559224,0.030894467850400696,0.026597491575120244
XGBmodel,0.07238185592784568,0.024969066334925107,0.031642497772559224,0.0,0.024445794518259484,0.02876206832481374
random_forest,0.06706655091789389,0.02400720086486298,0.030894467850400696,0.024445794518259484,0.0,0.028122670579290802
sklearn_SVM,0.07719727464598,0.02880741860674753,0.026597491575120244,0.02876206832481374,0.028122670579290802,0.0
