,0.1,0.15,0.2,0.25,0.3
0.1,0.0,0.04004406022390177,0.04610498862085454,0.043382077038693394,0.05249121020723034
0.15,0.04004406022390177,0.0,0.02611999036769283,0.029917789974003794,0.039677461619068544
0.2,0.04610498862085454,0.02611999036769283,0.0,0.022288704296526563,0.02803326342368431
0.25,0.043382077038693394,0.029917789974003794,0.022288704296526563,0.0,0.021781147687720638
0.3,0.05249121020723034,0.039677461619068544,0.02803326342368431,0.021781147687720638,0.0
