Rank,Metric,Value,LogDir,Split_Ratio,P_th,R_St
1,M_P,0.8591,log/pimaindians_diabetes/5/biMaxInfgain/minmax__gaussian_noise__TomekLinks/random_forest,0.1,0.5,42
1,M_R,0.8830,log/pimaindians_diabetes/4/biMaxInfgain/standard__gaussian_noise__TomekLinks/GradientBoosting,0.1,0.35,42
1,M_F1,0.8635,log/pimaindians_diabetes/4/biMaxInfgain/standard__gaussian_noise__TomekLinks/GradientBoosting,0.1,0.35,42
1,m_P,0.8701,log/pimaindians_diabetes/4/biMaxInfgain/standard__gaussian_noise__TomekLinks/GradientBoosting,0.1,0.35,42
1,m_R,0.8701,log/pimaindians_diabetes/4/biMaxInfgain/standard__gaussian_noise__TomekLinks/GradientBoosting,0.1,0.35,42
1,m_F1,0.8701,log/pimaindians_diabetes/4/biMaxInfgain/standard__gaussian_noise__TomekLinks/GradientBoosting,0.1,0.35,42
1,W_P,0.8855,log/pimaindians_diabetes/4/biMaxInfgain/standard__gaussian_noise__TomekLinks/GradientBoosting,0.1,0.35,42
1,W_R,0.8701,log/pimaindians_diabetes/4/biMaxInfgain/standard__gaussian_noise__TomekLinks/GradientBoosting,0.1,0.35,42
1,W_F1,0.8725,log/pimaindians_diabetes/4/biMaxInfgain/standard__gaussian_noise__TomekLinks/GradientBoosting,0.1,0.35,42
1,Acc,0.8701,log/pimaindians_diabetes/4/biMaxInfgain/standard__gaussian_noise__TomekLinks/GradientBoosting,0.1,0.35,42
2,M_P,0.8571,log/pimaindians_diabetes/5/infgain/standard__gaussian_noise__noImbl/random_forest,0.1,0.5,42
2,M_R,0.8730,log/pimaindians_diabetes/8/noSelect/standard__noAug__SMOTE/XGBmodel,0.1,0.5,42
2,M_F1,0.8507,log/pimaindians_diabetes/8/noSelect/standard__noAug__SMOTE/XGBmodel,0.1,0.5,42
2,m_P,0.8571,log/pimaindians_diabetes/8/noSelect/standard__noAug__SMOTE/XGBmodel,0.1,0.5,42
2,m_R,0.8571,log/pimaindians_diabetes/8/noSelect/standard__noAug__SMOTE/XGBmodel,0.1,0.5,42
2,m_F1,0.8571,log/pimaindians_diabetes/8/noSelect/standard__noAug__SMOTE/XGBmodel,0.1,0.5,42
2,W_P,0.8795,log/pimaindians_diabetes/6/infgain/minmax__mixup__ADASYN/GradientBoosting,0.1,0.35,42
