Rank,Metric,Value,LogDir,Split_Ratio,P_th,R_St
2,W_R,0.8571,log/pimaindians_diabetes/8/noSelect/standard__noAug__SMOTE/XGBmodel,0.1,0.5,42
2,W_F1,0.8600,log/pimaindians_diabetes/8/noSelect/standard__noAug__SMOTE/XGBmodel,0.1,0.5,42
2,Acc,0.8571,log/pimaindians_diabetes/8/noSelect/standard__noAug__SMOTE/XGBmodel,0.1,0.5,42
3,M_P,0.8561,log/pimaindians_diabetes/4/biMaxInfgain/standard__gaussian_noise__TomekLinks/GradientBoosting,0.1,0.35,42
3,M_R,0.8715,log/pimaindians_diabetes/6/biMeanInfgain/mixup__noImbl__standard/XGBmodel,0.1,0.35,42
3,M_F1,0.8468,log/pimaindians_diabetes/6/biMeanInfgain/mixup__SMOTE__minmax/XGBmodel,0.1,0.5,42
3,m_P,0.8571,log/pimaindians_diabetes/6/biMeanInfgain/mixup__SMOTE__minmax/XGBmodel,0.1,0.5,42
3,m_R,0.8571,log/pimaindians_diabetes/6/biMeanInfgain/mixup__SMOTE__minmax/XGBmodel,0.1,0.5,42
3,m_F1,0.8571,log/pimaindians_diabetes/6/biMeanInfgain/mixup__SMOTE__minmax/XGBmodel,0.1,0.5,42
3,W_P,0.8795,log/pimaindians_diabetes/8/noSelect/noAug__ADASYN__minmax/XGBmodel,0.1,0.5,42
3,W_R,0.8571,log/pimaindians_diabetes/6/biMeanInfgain/mixup__SMOTE__minmax/XGBmodel,0.1,0.5,42
3,W_F1,0.8587,log/pimaindians_diabetes/6/biMeanInfgain/mixup__SMOTE__minmax/XGBmodel,0.1,0.5,42
3,Acc,0.8571,log/pimaindians_diabetes/6/biMeanInfgain/mixup__SMOTE__minmax/XGBmodel,0.1,0.5,42
4,M_P,0.8521,log/pimaindians_diabetes/7/biMeanInfgain/standard__gaussian_noise__TomekLinks/sklearn_SVM,0.1,0.5,42
4,M_R,0.8715,log/pimaindians_diabetes/6/infgain/minmax__mixup__ADASYN/GradientBoosting,0.1,0.35,42
4,M_F1,0.8396,log/pimaindians_diabetes/8/noSelect/noAug__ADASYN__minmax/XGBmodel,0.1,0.5,42
4,m_P,0.8571,log/pimaindians_diabetes/5/biMaxInfgain/minmax__gaussian_noise__TomekLinks/random_forest,0.1,0.5,42
4,m_R,0.8571,log/pimaindians_diabetes/5/biMaxInfgain/minmax__gaussian_noise__TomekLinks/random_forest,0.1,0.5,42
4,m_F1,0.8571,log/pimaindians_diabetes/5/biMaxInfgain/minmax__gaussian_noise__TomekLinks/random_forest,0.1,0.5,42
4,W_P,0.8795,log/pimaindians_diabetes/6/biMeanInfgain/mixup__noImbl__standard/XGBmodel,0.1,0.35,42
4,W_R,0.8571,log/pimaindians_diabetes/5/biMaxInfgain/minmax__gaussian_noise__TomekLinks/random_forest,0.1,0.5,42
4,W_F1,0.8533,log/pimaindians_diabetes/5/biMaxInfgain/minmax__gaussian_noise__TomekLinks/random_forest,0.1,0.5,42
4,Acc,0.8571,log/pimaindians_diabetes/5/biMaxInfgain/minmax__gaussian_noise__TomekLinks/random_forest,0.1,0.5,42
5,M_P,0.8444,log/pimaindians_diabetes/8/noSelect/standard__noAug__SMOTE/XGBmodel,0.1,0.5,42
5,M_R,0.8715,log/pimaindians_diabetes/8/noSelect/noAug__ADASYN__minmax/XGBmodel,0.1,0.5,42
5,M_F1,0.8396,log/pimaindians_diabetes/6/infgain/minmax__mixup__ADASYN/GradientBoosting,0.1,0.35,42
5,m_P,0.8442,log/pimaindians_diabetes/8/noSelect/noAug__ADASYN__minmax/XGBmodel,0.1,0.5,42
5,m_R,0.8442,log/pimaindians_diabetes/8/noSelect/noAug__ADASYN__minmax/XGBmodel,0.1,0.5,42
5,m_F1,0.8442,log/pimaindians_diabetes/8/noSelect/noAug__ADASYN__minmax/XGBmodel,0.1,0.5,42
5,W_P,0.8770,log/pimaindians_diabetes/8/noSelect/standard__noAug__SMOTE/XGBmodel,0.1,0.5,42
5,W_R,0.8442,log/pimaindians_diabetes/8/noSelect/noAug__ADASYN__minmax/XGBmodel,0.1,0.5,42
5,W_F1,0.8477,log/pimaindians_diabetes/6/infgain/minmax__mixup__ADASYN/GradientBoosting,0.1,0.35,42
5,Acc,0.8442,log/pimaindians_diabetes/8/noSelect/noAug__ADASYN__minmax/XGBmodel,0.1,0.5,42
