Metric,AugMethod,FeatureNum,ImblMethod,InfoGain,Model,NormOrder,Prob_Threshold,Scaler,Split_Ratio
Accuracy,0.37406480129673586,0.0,0.19033292946934183,0.03291534287705379,0.20039726696225305,0.017591742486561927,0.0,0.015089165255845244,0.0
Macro_F1,0.4285893153305541,0.0,0.10328559307018573,0.033749632022251015,0.1868831700784313,0.017388687544849638,0.0,0.016746690473295016,0.0
Macro_Precision,0.3005954564016827,0.0,0.07054034404809378,0.053975330373321036,0.3472076082120379,0.029681238675435755,0.0,0.031501670253770556,0.0
Macro_Recall,0.4007097418255765,0.0,0.11420961967760565,0.040080189679156386,0.2541507539890729,0.02011672008531471,0.0,0.019791350015795288,0.0
Weighted_F1,0.38568868825000246,0.0,0.15922258958724603,0.03164482286404799,0.17943139508038414,0.01735962261043219,0.0,0.01466091974870427,0.0
Weighted_Precision,0.2529946554907513,0.0,0.08982956880392434,0.055810853324999785,0.35170382242985804,0.03322021416868254,0.0,0.03327872151614791,0.0
