Metric,Mean,Std
Accuracy,0.6801922614422614,0.08252855289235952
Macro_Precision,0.6873236634056991,0.06450981461573542
Macro_Recall,0.68825009892371,0.07196899343128241
Macro_F1,0.6621366710771076,0.08503210223561831
Weighted_Precision,0.7280724863394308,0.06340681235076989
Weighted_Recall,0.6801922614422614,0.08252855289235952
Weighted_F1,0.6784604078989463,0.0922813240344738
Micro_Precision,0.6801922614422614,0.08252855289235952
Micro_Recall,0.6801922614422614,0.08252855289235952
Micro_F1,0.6801922614422614,0.08252855289235952
Integrated_Score,0.6835310912901965,0.07550441391306857
