Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Weighted_Precision,Weighted_Recall,Weighted_F1,Micro_Precision,Micro_Recall,Micro_F1,Integrated_Score
0.7111631424131425,0.7187246038044606,0.7164925411522635,0.6918414630064632,0.7566181853473557,0.7111631424131425,0.708850355964417,0.7111631424131425,0.7111631424131425,0.7111631424131425,0.7137525628412967
