Metric,Model,Avg_Rank,CD,Friedman_chi2,Friedman_p
Accuracy,sklearn_SVM,1.0,3.578991617760511,13.476190476190467,0.019302430752011344
Accuracy,LogisticRegression,2.6666666666666665,3.578991617760511,13.476190476190467,0.019302430752011344
Accuracy,XGBmodel,3.0,3.578991617760511,13.476190476190467,0.019302430752011344
Accuracy,GradientBoosting,3.3333333333333335,3.578991617760511,13.476190476190467,0.019302430752011344
Accuracy,random_forest,5.0,3.578991617760511,13.476190476190467,0.019302430752011344
Accuracy,DTmodel,6.0,3.578991617760511,13.476190476190467,0.019302430752011344
Macro_Precision,sklearn_SVM,1.0,3.578991617760511,13.857142857142847,0.016542785928958793
Macro_Precision,LogisticRegression,2.0,3.578991617760511,13.857142857142847,0.016542785928958793
Macro_Precision,GradientBoosting,3.6666666666666665,3.578991617760511,13.857142857142847,0.016542785928958793
Macro_Precision,XGBmodel,3.6666666666666665,3.578991617760511,13.857142857142847,0.016542785928958793
Macro_Precision,random_forest,4.666666666666667,3.578991617760511,13.857142857142847,0.016542785928958793
Macro_Precision,DTmodel,6.0,3.578991617760511,13.857142857142847,0.016542785928958793
Macro_Recall,sklearn_SVM,1.0,3.578991617760511,13.095238095238088,0.022502443866208515
Macro_Recall,LogisticRegression,2.3333333333333335,3.578991617760511,13.095238095238088,0.022502443866208515
Macro_Recall,XGBmodel,3.3333333333333335,3.578991617760511,13.095238095238088,0.022502443866208515
Macro_Recall,GradientBoosting,3.6666666666666665,3.578991617760511,13.095238095238088,0.022502443866208515
Macro_Recall,random_forest,4.666666666666667,3.578991617760511,13.095238095238088,0.022502443866208515
Macro_Recall,DTmodel,6.0,3.578991617760511,13.095238095238088,0.022502443866208515
Macro_F1,sklearn_SVM,1.0,3.578991617760511,13.476190476190467,0.019302430752011344
Macro_F1,LogisticRegression,2.6666666666666665,3.578991617760511,13.476190476190467,0.019302430752011344
Macro_F1,XGBmodel,3.0,3.578991617760511,13.476190476190467,0.019302430752011344
Macro_F1,GradientBoosting,3.3333333333333335,3.578991617760511,13.476190476190467,0.019302430752011344
Macro_F1,random_forest,5.0,3.578991617760511,13.476190476190467,0.019302430752011344
Macro_F1,DTmodel,6.0,3.578991617760511,13.476190476190467,0.019302430752011344
Weighted_Precision,sklearn_SVM,1.0,3.578991617760511,13.476190476190467,0.019302430752011344
Weighted_Precision,LogisticRegression,2.0,3.578991617760511,13.476190476190467,0.019302430752011344
Weighted_Precision,GradientBoosting,3.6666666666666665,3.578991617760511,13.476190476190467,0.019302430752011344
Weighted_Precision,XGBmodel,4.0,3.578991617760511,13.476190476190467,0.019302430752011344
Weighted_Precision,random_forest,4.333333333333333,3.578991617760511,13.476190476190467,0.019302430752011344
Weighted_Precision,DTmodel,6.0,3.578991617760511,13.476190476190467,0.019302430752011344
Weighted_Recall,sklearn_SVM,1.0,3.578991617760511,13.476190476190467,0.019302430752011344
