Model,Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Weighted_Precision,Weighted_Recall,Weighted_F1,Micro_Precision,Micro_Recall,Micro_F1,Integrated_Score,final_score
sklearn_SVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XGBmodel,0.4,1.0333333333333334,0.8446311396758939,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.5161785884553844
random_forest,0.8,1.2333333333333334,1.1112978063425607,0.8,1.6666666666666665,0.8,0.8,0.8,0.8,0.8,1.1112978063425607,0.9747814193350113
DTmodel,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LogisticRegression,1.3333333333333333,0.2,0.6446311396758939,1.3333333333333333,0.2,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0892622793517877,1.0424751593055468
GradientBoosting,1.4666666666666668,1.5333333333333332,1.5333333333333332,1.4666666666666668,1.5333333333333332,1.4666666666666668,1.4666666666666668,1.4666666666666668,1.4666666666666668,1.4666666666666668,1.5333333333333332,1.4909090909090907
