,FeatureNum,FS_Method,Scaler,AugName,ImblName,Model,Norm_Order,Prob_Threshold,Split_Ratio,Random_State
Accuracy,0.0869267446846148,0.08685907043502265,0.08690701817825726,0.06655687386886543,0.0829687939303357,0.08308840251013115,0.08684506400510078,0.08333973063633057,0.08676600168774767,0.08538280324773743
Macro_Precision,0.06665410652043761,0.06654936372848608,0.06672363807215796,0.05709208396070512,0.06678038030694862,0.05674728474061294,0.0668279029476739,0.0668684856367957,0.0662109987004795,0.0642403787998078
Macro_Recall,0.07421960923411677,0.07412640227301243,0.07431983303276668,0.058555969761296824,0.07417291824962603,0.06692447454745687,0.07434330630914629,0.07437993946911323,0.0737967060937301,0.07217019215613261
Macro_F1,0.08994895086648055,0.08986671984564637,0.08994047287019025,0.06642190871897476,0.08770423274625125,0.08582528605939975,0.08988686530019468,0.08759946872346698,0.08973513264074101,0.08836648231802807
Weighted_F1,0.09894469184773558,0.09888623676365021,0.09884226495182295,0.07246578399712535,0.09374117526531653,0.0952728560612305,0.09871231967634603,0.09370998193650423,0.09880087339306017,0.09763711751824515
Weighted_Precision,0.0661770309404766,0.06609177486295628,0.06623279752777839,0.05791136659871877,0.06586649775636697,0.05586505636007027,0.06627546376524154,0.06599356308698023,0.06563595588952449,0.06392027668564688
