Metric,AugName:gaussian_noise,AugName:mixup,AugName:noAug,FS_Method:biMaxInfgain,FS_Method:biMeanInfgain,FS_Method:infgain,FS_Method:noSelect,FeatureNum:4.0,FeatureNum:5.0,FeatureNum:6.0,FeatureNum:7.0,FeatureNum:8.0,ImblName:ADASYN,ImblName:RandomUnderSampler,ImblName:SMOTE,ImblName:TomekLinks,ImblName:noImbl,Model:DTmodel,Model:GradientBoosting,Model:LogisticRegression,Model:XGBmodel,Model:random_forest,Model:sklearn_SVM,Norm_Order:first,Norm_Order:last,Prob_Threshold:0.35,Prob_Threshold:0.5,Random_State:2026.0,Random_State:42.0,Random_State:7.0,Scaler:minmax,Scaler:standard,Split_Ratio:0.1,Split_Ratio:0.2
Accuracy,0.10593071762010318,0.04545639581405402,0.04828350817243909,0.08921023130333704,0.08939773573165324,0.08281834023998443,0.08600997446511593,0.08341552337813084,0.08917231867065735,0.08815178440159699,0.08788412250757287,0.08600997446511593,0.10225755451811733,0.08749628840161457,0.0924847846071357,0.06689357919587921,0.06571176292893167,0.08292673116906633,0.09104938302469179,0.06996181733200615,0.09167485993202004,0.10086090184119094,0.06205672176181162,0.08252855289235952,0.09116157511784204,0.0956544337416148,0.07102502753104635,0.07546222109235454,0.08724293018706557,0.09344325846379221,0.08253409064543259,0.09127994571108193,0.09150914873341795,0.08202285464207741
Macro_F1,0.10532661907742129,0.04627013783558119,0.04766896924392182,0.09266814903048226,0.0928660526780231,0.08496667229250467,0.08896600538157545,0.08587660939885286,0.09230177760777732,0.0912509570953035,0.09134940484889362,0.08896600538157545,0.10884166354299543,0.09092831230727749,0.09631833620006183,0.07140089697528525,0.07103195470563627,0.08274620288542604,0.09509644739986296,0.07151880066034791,0.09524418939036212,0.10588485782053646,0.0644612181998629,0.08503210223561847,0.0947416283647709,0.10116228351051139,0.07403665393642257,0.07755467284185118,0.09249575171801537,0.09504902239421764,0.08447693030190054,0.09540401543847994,0.09476169971715702,0.08470856556432502
Macro_Precision,0.08235429506359242,0.044914638256442714,0.04400731856208023,0.068509518084183,0.06733362258147196,0.06512337361526163,0.06523094063302773,0.06598814197812053,0.06776188490975905,0.06729316334393345,0.06699640173734729,0.06523094063302773,0.07060305085501621,0.062343868303584855,0.0667664781500229,0.06663228121436696,0.0675562230117521,0.07907518265174454,0.05757655800597961,0.03523176351216623,0.061286991652686335,0.06710490877512358,0.04020830384597735,0.06450981461573548,0.06914599127961235,0.06553433381521122,0.0682026374583802,0.058523562402621285,0.06568161213797863,0.0685159618588235,0.06499070067430676,0.06845657547000916,0.07061421127916541,0.061807786121793606
Macro_Recall,0.07888036908585551,0.049019669067852836,0.04776787113018214,0.07568683324566258,0.07581064737099934,0.07189243299764406,0.07311569547774374,0.07313199795113597,0.07556739123202655,0.0747371700581124,0.07454579145156519,0.07311569547774374,0.0815752652405177,0.0729348178505152,0.07668507310787412,0.07037469936097396,0.06929473568824919,0.08212608257365628,0.06983115548679883,0.046921177668339475,0.07098647790504808,0.07966741643590067,0.05201453721499784,0.07196899343128252,0.07671761918701006,0.07654320538308548,0.07221667355514098,0.06475806780504977,0.07795801033675918,0.07379449832658888,0.07196067573940165,0.0766789903261317,0.07816039310215929,0.06943301908530089
Weighted_F1,0.12389139288403811,0.045159100563477966,0.048346858543859984,0.10217486971462619,0.1023852667669249,0.09261693312193103,0.09836787745111877,0.09319390101929811,0.10173875566011067,0.10052720780077336,0.10089571730737704,0.09836787745111877,0.12401403774604164,0.1013634639803546,0.10766601507411042,0.06839752780694108,0.06726483171913483,0.08110328854765103,0.10802694138622794,0.08469468550712296,0.10754531722349096,0.1193738180092149,0.07089308569367529,0.09228132403447344,0.10514331531821863,0.11496621128810339,0.07245375258490507,0.08643633850788582,0.10046507165191049,0.10600994239493915,0.09220488406608106,0.10547964583756485,0.10382142836525468,0.09378031842086565
Weighted_Precision,0.0820645544872658,0.04633471600923667,0.04533482929965386,0.06826204642360811,0.06661537244473764,0.06423169119944101,0.0652579893840384,0.06506688353605228,0.06712508110770347,0.06643101435147099,0.06700418632311787,0.0652579893840384,0.07325871689112645,0.06396277536143513,0.06814742043265616,0.06224049461526143,0.06172308148135563,0.07450699659441806,0.05632755719214488,0.03800759310414237,0.06050748786771691,0.06589334891416916,0.03994735448783019,0.06340681235077,0.06914411517971308,0.06801560772655327,0.06397151844740719,0.06028617888295583,0.06665484275137615,0.0648198084226087,0.0650081215931686,0.06745747346238817,0.0697418799773855,0.06153003180166349
