,FeatureNum,FS_Method,Scaler,AugName,ImblName,Model,Norm_Order,Prob_Threshold,Split_Ratio,Random_State
Accuracy,0.6746702140452141,0.6745374128186629,0.6749971093721094,0.6749971093721093,0.6749971093721092,0.6749971093721093,0.6749971093721094,0.6749971093721093,0.6749971093721093,0.6749971093721094
Macro_Precision,0.6850606530226053,0.6849311995573256,0.6853793077063709,0.6853793077063708,0.6853793077063708,0.6853793077063708,0.6853793077063708,0.6853793077063708,0.6853793077063708,0.6853793077063708
Macro_Recall,0.6855605081161408,0.6854406480409808,0.6858555483011501,0.68585554830115,0.6858555483011501,0.6858555483011503,0.6858555483011501,0.6858555483011501,0.6858555483011501,0.68585554830115
Macro_F1,0.6569472676126694,0.6568216477496477,0.6572564857370308,0.6572564857370308,0.6572564857370308,0.6572564857370308,0.6572564857370308,0.6572564857370307,0.6572564857370309,0.6572564857370308
Weighted_F1,0.6721449305882399,0.6720168869920693,0.6724601148249671,0.6724601148249673,0.6724601148249671,0.672460114824967,0.6724601148249671,0.6724601148249671,0.6724601148249671,0.672460114824967
Weighted_Precision,0.7267919261065938,0.7266796185046976,0.7270683755881844,0.7270683755881845,0.7270683755881844,0.7270683755881845,0.7270683755881845,0.7270683755881845,0.7270683755881844,0.7270683755881845
