Metric,Mean,Std
Accuracy,0.6539184195434196,0.11550859900958924
Macro_Precision,0.6926286161281806,0.0737166968168562
Macro_Recall,0.6937163164767332,0.09173809317584139
Macro_F1,0.6418653261059615,0.1257237448372397
Weighted_Precision,0.7437513018558881,0.0748179465350564
Weighted_Recall,0.6539184195434196,0.11550859900958924
Weighted_F1,0.645103184611516,0.143509021768573
Micro_Precision,0.6539184195434196,0.11550859900958924
Micro_Recall,0.6539184195434196,0.11550859900958924
Micro_F1,0.6539184195434196,0.11550859900958924
Integrated_Score,0.6676222678710696,0.10646678817224112
