Metric,Mean,Std
Accuracy,0.7234748276414943,0.04278562129694041
Macro_Precision,0.7053376494361457,0.04454518569838255
Macro_Recall,0.7005889917695474,0.03958803741900937
Macro_F1,0.6970846469338068,0.04077216753685992
Weighted_Precision,0.7323594860177783,0.03784284799450263
Weighted_Recall,0.7234748276414943,0.04278562129694041
Weighted_F1,0.7226887272451114,0.040135000804736566
Micro_Precision,0.7234748276414943,0.04278562129694041
Micro_Recall,0.7234748276414943,0.04278562129694041
Micro_F1,0.7234748276414943,0.042785621296940406
Integrated_Score,0.7161845499057824,0.04035812363926734
