Metric,ImblMethod:ADASYN,AugMethod:gaussian_noise,ImblMethod:SMOTE,Prob_Threshold:0.35,Model:random_forest,Split_Ratio:0.1,Model:XGBmodel,InfoGain:biMaxInfgain,NormOrder:Last,FeatureNum:7.0
Accuracy,0.6539184195434196,0.6117479742479742,0.6717772967772968,0.6713400025900026,0.6864892052392052,0.6999421874421875,0.691896298146298,0.6871693121693122,0.68375999000999,0.6893573633156966
Macro_F1,0.6418653261059615,0.579208556181593,0.6603165356618709,0.6572325501178711,0.6663947178470752,0.6799494269044716,0.6707573221685629,0.6661701732406035,0.6633051197604376,0.6686167033726115
Macro_Precision,0.6926286161281806,0.6495542275999369,0.6969594658491718,0.6983414814053972,0.6998186608948144,0.7101923243585965,0.7094926333426449,0.6956761478706136,0.6958156241354458,0.6989020429774909
Macro_Recall,0.6937163164767332,0.6253037056821779,0.7019016434525694,0.699426348000422,0.7002562124089902,0.7099777883296402,0.7064874169040836,0.6950971472050754,0.6942394745172523,0.6978052697759488
Weighted_F1,0.6451031846115161,0.5925551037506386,0.6680951899590304,0.6655093996425027,0.6801523381113843,0.6950031437571932,0.6831910121943259,0.682109661739243,0.6785840318866149,0.684217115549649
Weighted_Precision,0.7437513018558881,0.6933416577288026,0.7451140555187963,0.7463302008170947,0.7416170147231367,0.7503442277591477,0.7504728172722607,0.7358756369475703,0.7372094206553034,0.7390309666343925
