Metric,ImblMethod:ADASYN,AugMethod:gaussian_noise,ImblMethod:SMOTE,Prob_Threshold:0.35,Model:random_forest,Split_Ratio:0.1,Model:XGBmodel,InfoGain:biMaxInfgain,NormOrder:Last,FeatureNum:7.0
Accuracy,0.1155085990095893,0.10726970519483134,0.10168521049788748,0.09925802903138461,0.0966532784237058,0.09308211415028818,0.10031539277488169,0.09104901998629086,0.0902521594812677,0.0910862255135576
Macro_F1,0.1257237448372396,0.10719990651064625,0.10779123531136277,0.10676628321465555,0.10473766295851283,0.10048168527589779,0.10865091802799343,0.09797157305449222,0.09673364835480121,0.09782532800882628
Macro_Precision,0.07371669681685611,0.0744060957611521,0.0688276391922421,0.06365498812379616,0.06343795299758122,0.06800840493875117,0.054181672467348646,0.0654922133015638,0.06573372289402372,0.06358543711702239
Macro_Recall,0.09173809317584143,0.07799374918866146,0.08420221610269615,0.07958017447481305,0.0817382643219238,0.08339445464878564,0.07674903080752365,0.07967485629380033,0.0795470072387372,0.07848974996719067
Weighted_F1,0.1435090217685732,0.12754363865202883,0.12062647757090193,0.12152972723939971,0.11511566280464162,0.10873446026305111,0.12370393262233569,0.10740646293656875,0.10627520511094664,0.10792291287556882
Weighted_Precision,0.0748179465350563,0.07463940239982442,0.06909950749992402,0.06544330274320204,0.06318769325046426,0.06844074913099912,0.05340212258046655,0.06628888740640453,0.06715743632562389,0.06419057403893397
