Micro_Precision,Timestamp,RunID,LogDir,Norm_Order,Model_RunID,Split_Ratio,Prob_Threshold,Random_State,FeatureNum,FS_Method,Scaler,AugName,ImblName,Model,Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Weighted_Precision,Weighted_Recall,Weighted_F1,Micro_Recall,Micro_F1,Integrated_Score
0.8831168831168831,2026-02-22 16:27:39,20260222-075415,log/pimaindians_diabetes/20260222-075415/6/biMeanInfgain/noAug__TomekLinks__standard/XGBmodel,last,1771718062421_c4b64e6c17717488598258977,0.1,0.35,126,6,biMeanInfgain,standard,noAug,TomekLinks,XGBmodel,0.8831168831168831,0.8684027777777779,0.892962962962963,0.8763603925066904,0.8944354256854256,0.8831168831168831,0.8849936860641587,0.8831168831168831,0.8831168831168831,0.8830299816749971
0.8831168831168831,2026-02-22 08:20:57,20260222-075415,log/pimaindians_diabetes/20260222-075415/4/biMaxInfgain/mixup__noImbl__standard/sklearn_SVM,last,1771718062421_c4b64e6c17717196571344015,0.1,0.35,126,4,biMaxInfgain,standard,mixup,noImbl,sklearn_SVM,0.8831168831168831,0.8698979591836735,0.875925925925926,0.8727272727272728,0.8843758282533793,0.8831168831168831,0.8835891381345928,0.8831168831168831,0.8831168831168831,0.8797141862123308
0.8831168831168831,2026-02-22 14:11:52,20260222-075415,log/pimaindians_diabetes/20260222-075415/6/biMaxInfgain/noAug__TomekLinks__standard/XGBmodel,last,1771718062421_c4b64e6c17717407126849592,0.1,0.35,126,6,biMaxInfgain,standard,noAug,TomekLinks,XGBmodel,0.8831168831168831,0.8684027777777779,0.892962962962963,0.8763603925066904,0.8944354256854256,0.8831168831168831,0.8849936860641587,0.8831168831168831,0.8831168831168831,0.8830299816749971
0.8831168831168831,2026-02-22 08:41:10,20260222-075415,log/pimaindians_diabetes/20260222-075415/4/biMeanInfgain/standard__mixup__noImbl/sklearn_SVM,first,1771718062421_c4b64e6c17717208706416300,0.1,0.35,126,4,biMeanInfgain,standard,mixup,noImbl,sklearn_SVM,0.8831168831168831,0.8698979591836735,0.875925925925926,0.8727272727272728,0.8843758282533793,0.8831168831168831,0.8835891381345928,0.8831168831168831,0.8831168831168831,0.8797141862123308
0.8701298701298701,2026-02-22 16:14:25,20260222-075415,log/pimaindians_diabetes/20260222-075415/6/biMeanInfgain/mixup__noImbl__standard/XGBmodel,last,1771718062421_c4b64e6c17717480653934088,0.1,0.5,126,6,biMeanInfgain,standard,mixup,noImbl,XGBmodel,0.8701298701298701,0.8699677938808373,0.8403703703703703,0.851923076923077,0.8700880440010875,0.8701298701298701,0.8674325674325676,0.8701298701298701,0.8701298701298701,0.8639979155305241
