Metric,AugName,FS_Method,FeatureNum,ImblName,Model,Norm_Order,Prob_Threshold,Scaler,Split_Ratio
Accuracy,0.2928430884864463,0.03635489550434039,0.0,0.21088767961478452,0.22916203153861042,0.02736294126406562,0.0,0.027326704261941785,0.0
Macro_F1,0.34630236428011335,0.03776189002000446,0.0,0.1897841220333396,0.22990356519103528,0.026714846696092087,0.0,0.028301492640531622,0.0
Macro_Precision,0.2364523824509538,0.045710774633624024,0.0,0.08540902445205581,0.4447327220009312,0.024026974497725888,0.0,0.027903999355246525,0.0
Macro_Recall,0.35331970584852496,0.03841873580297639,0.0,0.10513605262387046,0.32117991953309105,0.024568957643296967,0.0,0.02541752009141764,0.0
Weighted_F1,0.3111987338882179,0.036292798395610656,0.0,0.22429241205192302,0.1977843185226322,0.028795760608886094,0.0,0.02941343497418796,0.0
Weighted_Precision,0.2330268703615628,0.045192646027605546,0.0,0.05525791388651514,0.48352781760852775,0.02093076932726983,0.0,0.025898312094898582,0.0
