Part,MeanImportance,StdImportance,Rank
Model,0.317715062399138,0.1213055996391683,1
AugName,0.2955238575526365,0.05209034013190109,2
ImblName,0.1451278674437481,0.07187190425610429,3
FS_Method,0.039955290064026906,0.004338298954129652,4
Scaler,0.02737691056970402,0.0015038677743096044,5
Norm_Order,0.025400041672889413,0.0028164873007858653,6
FeatureNum,0.0,0.0,7
Prob_Threshold,0.0,0.0,7
Split_Ratio,0.0,0.0,7
