Metric,AugName_gaussian_noise,AugName_mixup,AugName_noAug,FS_Method_biMaxInfgain,FS_Method_biMeanInfgain,FS_Method_infgain,FS_Method_noSelect,FeatureNum,ImblName_ADASYN,ImblName_RandomUnderSampler,ImblName_SMOTE,ImblName_TomekLinks,ImblName_noImbl,Model_DTmodel,Model_GradientBoosting,Model_LogisticRegression,Model_XGBmodel,Model_random_forest,Model_sklearn_SVM,Norm_Order_first,Norm_Order_last,Prob_Threshold,Random_State,Scaler_minmax,Scaler_standard,Split_Ratio
Accuracy,0.28477442557494304,0.004316021911875573,0.0037518913241581494,0.007884334805563165,0.008047906001737815,0.017528332353702297,0.0028881665866873556,0.04403167588023657,0.023886061797253735,0.008514781423090687,0.01590691128611769,0.08775415279485521,0.07483318978472259,0.11352504349690579,0.006989705009397013,0.0348601376273342,0.007432739190023744,0.02504496588256138,0.04131713040447762,0.011722705464143007,0.015637828885708544,0.10561057716845987,0.0,0.01339426249042563,0.013929826034240896,0.02641722682137851
Macro_F1,0.3381286671156203,0.003980115869447783,0.0041931310162737715,0.008646369633430096,0.008573812183001463,0.01763671059075727,0.0028598386299127122,0.04701373575316691,0.016948448842868204,0.008627830886996831,0.011258055605414551,0.07955292964151481,0.07340906188979707,0.12041362869706221,0.00746993409479755,0.033545730444477305,0.007849818368394072,0.02566534121958318,0.03496585233316193,0.012255691609019497,0.01445798292935378,0.06410087904458757,0.0,0.01346543457614624,0.014827056729123293,0.030153942296091606
Macro_Precision,0.2255728531573078,0.0054500467319571555,0.005435866486378008,0.012184340830472505,0.01125437968588592,0.018363352050694285,0.003842057281370848,0.06006240245429149,0.013174484511492056,0.010397335424243336,0.01042543372093964,0.025979909500143818,0.025450992493840974,0.30071919752257376,0.04027087118981294,0.006438987912476657,0.03223261828826779,0.058656540671426456,0.006418074801223965,0.011985934719369207,0.012035571087112546,0.03651294856520251,0.0,0.014082085497738248,0.013844260331685327,0.03920945508409294
Macro_Recall,0.3418097904711343,0.005746447287792803,0.005763118502231287,0.00925053949595957,0.0093712040906819,0.016598206554763212,0.003190638127791025,0.051114299642985556,0.017301508133374013,0.011161916286292508,0.012903533199166949,0.03160924842939121,0.03215485967082515,0.22207028787756236,0.01963421762535165,0.012866292871463196,0.0161721472758899,0.0373539541560969,0.01308364567576725,0.012400429425612052,0.012165139839881592,0.04079161278314311,0.0,0.013669954699664704,0.011740872137303437,0.04007613573987425
Weighted_F1,0.30442189700305683,0.0036688324870577777,0.003103644331769832,0.008130620239408293,0.008110785307275043,0.017461443706441298,0.0026452799932561886,0.044090260423120864,0.02271767801671636,0.008300476351372009,0.014044073128782298,0.09521086587764711,0.0840181568496251,0.09374958760249308,0.005903007371007412,0.03312931962811375,0.006649877763410816,0.02481401136715027,0.03354243147324256,0.015823960017948092,0.012973343641916893,0.10212348136529573,0.0,0.014886702251656425,0.014526180547171436,0.025954083255064497
Weighted_Precision,0.2223392825604523,0.005335952642724392,0.005345155477096171,0.013799902096309468,0.011552076120200414,0.01610155359113266,0.0036881616113573113,0.06040509215082734,0.013304196322381938,0.010484900158186925,0.011251376471589958,0.00999544263572892,0.01023353052870022,0.3448026649562666,0.03673965570771601,0.0076995439082282015,0.030548839390629235,0.056464948973880436,0.0072630315862593975,0.009814564415807867,0.01111509180682892,0.02908666935724318,0.0,0.012838447507789633,0.013124721430918238,0.04666519859174421
