Metric,FeatureNum:5.0,Scaler:standard,FS_Method:infgain,FS_Method:noSelect,FeatureNum:8.0,FeatureNum:7.0,Norm_Order:first,FeatureNum:4.0,AugName:noAug,Prob_Threshold:0.5
Accuracy,0.7355248917748918,0.7352292768959436,0.7362689393939393,0.7371031746031745,0.7371031746031745,0.731286075036075,0.7351290684624018,0.7364267676767677,0.7350489017155684,0.7350489017155684
Macro_F1,0.7029119215440285,0.7032692554164138,0.7003152155761084,0.7053519160841523,0.7053519160841523,0.6981357833793304,0.7014115939608928,0.7006672344133866,0.7013305185032992,0.7013305185032992
Macro_Precision,0.712563659014076,0.7125228974934098,0.7155362665791013,0.7168613145332796,0.7168613145332796,0.7100436342061156,0.7133976689126,0.7147832725925612,0.7132879219484425,0.7132879219484425
Macro_Recall,0.6988940329218107,0.6996227709190672,0.6950745884773663,0.701795267489712,0.701795267489712,0.694713220164609,0.6972713763145862,0.6953883744855968,0.6972030749885688,0.6972030749885688
Weighted_F1,0.7320819344026026,0.7320940960474605,0.7309692405182195,0.7338083322009245,0.7338083322009245,0.7275406518385457,0.7310365824860486,0.7313009848213669,0.7309600724305253,0.7309600724305253
Weighted_Precision,0.7333157831258224,0.7336160551375416,0.7338957462028007,0.7371050076761119,0.7371050076761119,0.7308797534014122,0.7334364944096444,0.7334415747047351,0.7333505811480144,0.7333505811480144
