Metric,Model:sklearn_SVM,AugName:mixup,Random_State:126.0,AugName:noAug,Model:LogisticRegression,ImblName:TomekLinks,ImblName:noImbl,Prob_Threshold:0.5,Norm_Order:first,Model:XGBmodel
Accuracy,0.7072011322011321,0.7088959651459652,0.6996083777333777,0.7027774309024309,0.6876748251748253,0.7054091741591741,0.7087091149591149,0.6986906611906613,0.6792078292078292,0.6757478632478633
Macro_F1,0.6855079165001867,0.691738523349085,0.6819626955648891,0.6886821113398921,0.6709066539508333,0.6777272873982944,0.6766825243857356,0.6726132333941788,0.6592417778027003,0.6571320886576497
Macro_Precision,0.7165168116101779,0.7023266950809136,0.7127748490044441,0.7021823615710354,0.7177203734313377,0.6933210194159813,0.6948767759623893,0.6884560558177489,0.6856700716683175,0.6875036658945957
Macro_Recall,0.7086651432415321,0.7079841029597974,0.7105361269389047,0.7098528410889522,0.7075502928141818,0.6872062955049066,0.6829893920808273,0.6836398187717633,0.6834142397383138,0.6861580207344096
Weighted_F1,0.7033143607175074,0.7110080893086272,0.6961884358703636,0.7054855383675688,0.6816840832051194,0.7031107367420394,0.7044740841157832,0.6970411678980044,0.6766262013830543,0.6716277234811424
Weighted_Precision,0.7519112937927299,0.738765268692631,0.7522024181045058,0.7417667585784407,0.7608317554984528,0.7231958879882409,0.7216495610069737,0.7197318916630384,0.7245536747950876,0.7275877969707382
