Metric,AugName:gaussian_noise,AugName:mixup,AugName:noAug,FS_Method:biMaxInfgain,FS_Method:biMeanInfgain,FS_Method:infgain,FS_Method:noSelect,FeatureNum:4.0,FeatureNum:5.0,FeatureNum:6.0,FeatureNum:7.0,FeatureNum:8.0,ImblName:ADASYN,ImblName:RandomUnderSampler,ImblName:SMOTE,ImblName:TomekLinks,ImblName:noImbl,Model:DTmodel,Model:GradientBoosting,Model:LogisticRegression,Model:XGBmodel,Model:random_forest,Model:sklearn_SVM,Norm_Order:first,Norm_Order:last,Prob_Threshold:0.35,Prob_Threshold:0.5,Random_State:126.0,Random_State:2026.0,Random_State:23.0,Random_State:42.0,Random_State:5012.0,Random_State:7.0,Scaler:minmax,Scaler:standard,Split_Ratio:0.1,Split_Ratio:0.2
Accuracy,0.10777155028560782,0.05150896311993784,0.05423837137416587,0.091587344812791,0.09161818735042634,0.0857685712677435,0.09011423090232915,0.08569177807504073,0.09159990306533627,0.09041886509175377,0.09090950216265696,0.09011423090232915,0.10132771267449425,0.09012447513394366,0.09352364268445376,0.07056597934990137,0.06984827989435918,0.08124466764040733,0.09203238572682075,0.07981895275046924,0.0924553772551684,0.10134611599121003,0.06914818157152526,0.08500894290656384,0.09383826254216267,0.09756537381470828,0.07354687581152536,0.09756706559146545,0.07546222109235454,0.08091043047741164,0.08667404036796507,0.08971953990447208,0.09344325846379221,0.08587652132893268,0.09338107107127726,0.0954898800126571,0.08335884167974646
Macro_F1,0.10625688509388408,0.0513679456996498,0.05302740181013584,0.09427126641367509,0.09431078545959375,0.08699040226431845,0.09259447715090961,0.0870131635650248,0.09392944799850758,0.09271301458405931,0.09376738720064516,0.09259447715090961,0.10727956173761499,0.09332602241726373,0.09697412049835757,0.07457616252166982,0.07448130545101397,0.08081872777561187,0.09523740623359131,0.08052205150211483,0.09498715648244972,0.10530715942959051,0.07067650351020896,0.08693858840250832,0.09642474448602979,0.10246610881925768,0.0759234174582852,0.10049050069841013,0.07755467284185118,0.08103787605255858,0.09189239795785664,0.09030422871350986,0.09504902239421764,0.08700716041427631,0.0966425153792317,0.09814906770474505,0.08508318287141695
Macro_Precision,0.08419452153158279,0.049137881969516864,0.0482450386588741,0.07058087450749048,0.06970602275273612,0.06715053214216767,0.06931720037256128,0.06727437964508252,0.07012212504994676,0.06942718195532459,0.06972377158819962,0.06931720037256128,0.0696260334767568,0.06395454928434545,0.0678831578735028,0.07079632013009618,0.07201269446356166,0.07733493657031537,0.05880997442044276,0.040240044156913214,0.06127255383970368,0.06856826712152884,0.04715199657314509,0.06698834358752935,0.07121258989728639,0.06674228274689567,0.07134480917519409,0.07595935578653842,0.058523562402621285,0.060317667886832085,0.06496467167655738,0.0655816862277985,0.0685159618588235,0.06875815346171599,0.06930116764860797,0.07527298004277246,0.06190300578145689
Macro_Recall,0.07943779634890931,0.05211551199071098,0.05145123437046146,0.07695057299286523,0.0770638225940344,0.07231293806793765,0.07583898625446343,0.07292788285240547,0.07672935172358542,0.07597235522512114,0.07615708718822747,0.07583898625446343,0.08026478935745107,0.07420010829323381,0.07720938246268738,0.07304526193733743,0.07209126998590229,0.08010646836081059,0.06963113107544627,0.052171897342584546,0.07090413322000158,0.07920946553460105,0.056487500451499584,0.07339639853519288,0.07746735313385399,0.07733294841552656,0.07358021225772292,0.08375904228927468,0.06475806780504977,0.06344501592793168,0.0774059049005813,0.06997971512518106,0.07379449832658888,0.07387850035529163,0.07693107670978915,0.08156907077125299,0.06843224971967025
Weighted_F1,0.12505238936418647,0.050913576638974244,0.05426761252475233,0.10383004506068143,0.10380627643952453,0.09528527252021356,0.10216876090171538,0.09488773035494319,0.10349203889138281,0.10188917403397932,0.10361755863574816,0.10216876090171538,0.12242556664909696,0.10434680389250804,0.10836857971267716,0.07148479350321797,0.07077723743728835,0.07935159242568907,0.10825423377441483,0.09481272814111283,0.10717151587618864,0.11882459516437188,0.07739982146683834,0.09422625939959811,0.10718159812016233,0.1164376076063031,0.07437076956602308,0.10888520247537103,0.08643633850788582,0.09205484252038242,0.0998604346829002,0.10090854518693396,0.10600994239493915,0.09466629784957385,0.10721592929812278,0.10700485088198256,0.0947471190111357
Weighted_Precision,0.08223477836231219,0.04868117599016314,0.048107506198438,0.0690100291147988,0.06769702051929934,0.06469328567530436,0.06777685484131786,0.0646497626553638,0.06817181993050822,0.06717801779128581,0.06852178902680478,0.06777685484131786,0.07188325247821302,0.0651254464081991,0.06868161110886606,0.0649770311680992,0.06468482887106497,0.07276612801443692,0.05647623656137934,0.03843114132284698,0.05880040652819069,0.06645312771872791,0.04406881653184579,0.06463140305656435,0.06967724147295798,0.06834913798711648,0.06576820354248036,0.07238913223080957,0.06028617888295583,0.05903725278137768,0.06593580564754781,0.06089958949289221,0.0648198084226087,0.0669911036958918,0.06712245546407682,0.07307498743591295,0.06017499360445155
