,FeatureNum,FS_Method,Scaler,AugName,ImblName,Model,Norm_Order,Prob_Threshold,Split_Ratio
Accuracy,0.0897468558594234,0.0897720835833225,0.08962879620010497,0.07117296159323717,0.08507801794743045,0.08600761348926683,0.08942360272436325,0.08555612481311682,0.08942436084620178
Macro_Precision,0.06917293172222297,0.06918865744373888,0.06902966055516198,0.06052581405332458,0.06885455104565258,0.05889629544700816,0.06910046674240787,0.06904354596104488,0.06858799291211468
Macro_Recall,0.07552513264876058,0.07554157997732518,0.07540478853254039,0.061001514236693914,0.07536216240732241,0.06808509933082393,0.07543187583452343,0.07545658033662474,0.07500066024546162
Macro_F1,0.09200349809982929,0.09204173282212422,0.091824837896754,0.0702174108678899,0.08932743452518402,0.08792483415559453,0.09168166644426906,0.08919476313877144,0.091616125288081
Weighted_F1,0.10121105256355376,0.10127258873053373,0.10094111357384832,0.07674452617597101,0.09548059623895769,0.09763574780810262,0.10070392875988021,0.09540418858616309,0.10087598494655912
Weighted_Precision,0.06725964884905608,0.06729429753768008,0.06705677957998431,0.059674486850304444,0.06707043400688847,0.0561659761129046,0.06715432226476117,0.06705867076479842,0.06662499052018225
