,FeatureNum,FS_Method,Scaler,AugName,ImblName,Model,Norm_Order,Prob_Threshold,Split_Ratio,Random_State
Accuracy,0.673202210598044,0.6730205467998437,0.673649383024383,0.673649383024383,0.673649383024383,0.673649383024383,0.673649383024383,0.673649383024383,0.673649383024383,0.673649383024383
Macro_Precision,0.6834791591604124,0.6833243880574696,0.6838601341830405,0.6838601341830405,0.6838601341830405,0.6838601341830405,0.6838601341830405,0.6838601341830405,0.6838601341830405,0.6838601341830405
Macro_Recall,0.6822412444272976,0.6820592421124828,0.6826892501253033,0.6826892501253033,0.6826892501253033,0.6826892501253035,0.6826892501253035,0.6826892501253033,0.6826892501253032,0.6826892501253035
Macro_F1,0.6545139909964559,0.6543139431191171,0.6550064165406746,0.6550064165406746,0.6550064165406746,0.6550064165406747,0.6550064165406746,0.6550064165406746,0.6550064165406746,0.6550064165406746
Weighted_F1,0.6701879421639443,0.6699897048367579,0.6706759109693268,0.6706759109693268,0.6706759109693265,0.6706759109693267,0.6706759109693265,0.6706759109693267,0.6706759109693268,0.6706759109693267
Weighted_Precision,0.7242935142085904,0.7241560236100815,0.7246319526049204,0.7246319526049204,0.7246319526049204,0.7246319526049204,0.7246319526049203,0.7246319526049203,0.7246319526049204,0.7246319526049203
