Metric,FeatureNum:5.0,Prob_Threshold:0.5,FS_Method:infgain,Scaler:standard,FeatureNum:4.0,FS_Method:noSelect,FeatureNum:8.0,Norm_Order:first,Norm_Order:last,AugName:noAug
Accuracy,0.7084686147186147,0.7183742183742183,0.7068114177489178,0.7080928330928331,0.7085362554112554,0.6966991341991342,0.6966991341991342,0.7068602693602694,0.7068302068302068,0.706845238095238
Macro_F1,0.6825565727642572,0.6855858694423687,0.6791122567824228,0.6824346049722763,0.6808400645359706,0.6731673314906178,0.6731673314906178,0.6811998779747894,0.6811638644133501,0.6811818711940697
Macro_Precision,0.6854015474977929,0.6930074002573412,0.6836127983036606,0.68488159064586,0.6852438931335825,0.6770666177941081,0.6770666177941081,0.684615943080079,0.6845650042414774,0.6845904736607781
Macro_Recall,0.6854552469135803,0.6830358367626886,0.6812065972222222,0.685787037037037,0.6829783950617284,0.6784336419753086,0.6784336419753086,0.6846604938271604,0.6846176268861455,0.6846390603566529
Weighted_F1,0.7091484337859799,0.7156061114239471,0.7066504522556668,0.7088744731500628,0.7083197968883316,0.6984847839325186,0.6984847839325186,0.7075706484136037,0.7075399579829345,0.7075553031982692
Weighted_Precision,0.7148704360166441,0.7169351118605728,0.7122776548774398,0.7147866582704824,0.7138223389299863,0.7085391832110036,0.7085391832110036,0.7143819770270975,0.7143336101601341,0.7143577935936157
