Metric,Split_Ratio:0.1,Scaler:standard,Model:random_forest,FeatureNum:5.0,FS_Method:biMaxInfgain,FS_Method:biMeanInfgain,ImblName:ADASYN,Norm_Order:last,Model:XGBmodel,FeatureNum:6.0
Accuracy,0.0954898800126571,0.09338107107127726,0.10134611599121003,0.09159990306533627,0.091587344812791,0.09161818735042634,0.10132771267449425,0.09383826254216267,0.0924553772551684,0.09041886509175377
Macro_F1,0.09814906770474505,0.0966425153792317,0.10530715942959051,0.09392944799850758,0.09427126641367509,0.09431078545959375,0.10727956173761499,0.09642474448602979,0.09498715648244972,0.09271301458405931
Macro_Precision,0.07527298004277246,0.06930116764860797,0.06856826712152884,0.07012212504994676,0.07058087450749048,0.06970602275273612,0.0696260334767568,0.07121258989728639,0.06127255383970368,0.06942718195532459
Macro_Recall,0.08156907077125299,0.07693107670978915,0.07920946553460105,0.07672935172358542,0.07695057299286523,0.0770638225940344,0.08026478935745107,0.07746735313385399,0.07090413322000158,0.07597235522512114
Weighted_F1,0.10700485088198256,0.10721592929812278,0.11882459516437188,0.10349203889138281,0.10383004506068143,0.10380627643952453,0.12242556664909696,0.10718159812016233,0.10717151587618864,0.10188917403397932
Weighted_Precision,0.07307498743591295,0.06712245546407682,0.06645312771872791,0.06817181993050822,0.0690100291147988,0.06769702051929934,0.07188325247821302,0.06967724147295798,0.05880040652819069,0.06717801779128581
