Part,MeanImportance,StdImportance,Rank
Model,0.6997622901389042,0.028210652215537473,1
FS_Method,0.058925494342113506,0.004139534901253537,2
Norm_Order,0.04468259447914406,0.0019969599346072865,3
Scaler,0.04118792502083174,0.007444486358115902,4
AugName,0.0,0.0,5
FeatureNum,0.0,0.0,5
ImblName,0.0,0.0,5
Prob_Threshold,0.0,0.0,5
Split_Ratio,0.0,0.0,5
