Metric,AugName_noAug,FS_Method_biMaxInfgain,FS_Method_infgain,FS_Method_noSelect,FeatureNum,ImblName_noImbl,Model_DTmodel,Model_GradientBoosting,Model_LogisticRegression,Model_XGBmodel,Model_random_forest,Model_sklearn_SVM,Norm_Order_first,Norm_Order_last,Prob_Threshold,Scaler_minmax,Scaler_standard,Split_Ratio
Accuracy,0.0,0.027291968168367823,0.025744633157622928,0.007829716584442837,0.09760232761720154,0.0,0.5366210907892892,0.011400500379730363,0.02364966932635534,0.013655819664367751,0.021498302658135335,0.04434988997960839,0.021607972383593698,0.022061326701263782,0.09716741237230579,0.02425347870478542,0.025265891512930093,0.0
Macro_F1,0.0,0.02663843969885663,0.024783915893162492,0.008184071551133048,0.10358346202269537,0.0,0.6246323546121253,0.013907789483677137,0.01708138041939482,0.01508689109928063,0.015639014008936775,0.01815283350697336,0.023765464306653987,0.02338720418265558,0.051788912521567025,0.015326292416290915,0.018041974276597098,0.0
Macro_Precision,0.0,0.02515147024697497,0.02378226917802475,0.006698503984279292,0.09441988174248322,0.0,0.6198556399264793,0.014518709530186984,0.026670337032517796,0.012572040598525928,0.011456679565731409,0.027245522194341825,0.021359608477649138,0.02110048238632102,0.05105546366604651,0.021921882556992126,0.022191508913445582,0.0
Macro_Recall,0.0,0.02535562086866596,0.026163667841319654,0.008043610164704645,0.09769755044404266,0.0,0.6288248745947137,0.015757655173072004,0.01934255335755016,0.018055020553245645,0.015851718220512293,0.017079561931329493,0.022551260067591422,0.021986304964293768,0.04832122301558895,0.018279045837252504,0.016690332966117168,0.0
Weighted_F1,0.0,0.028167458751370108,0.02866676557730683,0.008032667866147501,0.10478533136148481,0.0,0.5739862640815919,0.012617845199374766,0.022982887278551432,0.015126510512487045,0.02318306667095002,0.03671464240375324,0.023692160666801264,0.023374012145380322,0.04918365474883576,0.02450297800090355,0.02498375473506138,0.0
Weighted_Precision,0.0,0.02364195761434213,0.022019005338464345,0.007357223567495068,0.09263458071676901,0.0,0.674601982685889,0.012829028917601433,0.011612090563072094,0.01178198613695524,0.009851784702929153,0.01037980307418913,0.02203562874506258,0.021174141847597788,0.04441037588501838,0.017892917211154814,0.017777492993459813,0.0
