Metric,AugName,FS_Method,FeatureNum,ImblName,Model,Norm_Order,Prob_Threshold,Scaler,Split_Ratio
Accuracy,0.0,0.060866317910433586,0.0,0.0,0.6511752727974865,0.04366929908485748,0.0,0.04951937021771551,0.0
Macro_F1,0.0,0.05960642714315217,0.0,0.0,0.7045002631303879,0.04715266848930957,0.0,0.03336826669288801,0.0
Macro_Precision,0.0,0.05563224340927901,0.0,0.0,0.7123189288477831,0.04246009086397016,0.0,0.044113391470437704,0.0
Macro_Recall,0.0,0.05956289887469026,0.0,0.0,0.7149113838304234,0.04453756503188519,0.0,0.03496937880336967,0.0
Weighted_F1,0.0,0.06486689219482444,0.0,0.0,0.6846112161467085,0.04706617281218159,0.0,0.04948673273596493,0.0
Weighted_Precision,0.0,0.05301818652030154,0.0,0.0,0.7310566760806361,0.04320977059266037,0.0,0.03567041020461463,0.0
