Metric,Mean,Std
Accuracy,0.7054091741591741,0.0743147154552987
Macro_Precision,0.6933210194159815,0.07495086170185648
Macro_Recall,0.6872062955049066,0.07584467789783528
Macro_F1,0.6777272873982944,0.07793576430618114
Weighted_Precision,0.723195887988241,0.06783926504887733
Weighted_Recall,0.7054091741591741,0.0743147154552987
Weighted_F1,0.7031107367420394,0.07479275477380067
Micro_Precision,0.7054091741591741,0.0743147154552987
Micro_Recall,0.7054091741591741,0.0743147154552987
Micro_F1,0.7054091741591741,0.07431471545529869
Integrated_Score,0.6996616935756323,0.07273646839143068
