Part,MeanImportance,StdImportance,Rank
Model,0.6236306033325033,0.038055252207960515,1
FS_Method,0.06280258664616144,0.009679918202386567,2
Norm_Order,0.054827269784835375,0.005686142878593266,3
Scaler,0.04318866718124178,0.006314263217768539,4
AugName,0.0,0.0,5
FeatureNum,0.0,0.0,5
ImblName,0.0,0.0,5
Prob_Threshold,0.0,0.0,5
Split_Ratio,0.0,0.0,5
