Metric,AugName_noAug,FS_Method_biMaxInfgain,FS_Method_infgain,FS_Method_noSelect,FeatureNum,ImblName_noImbl,Model_DTmodel,Model_GradientBoosting,Model_LogisticRegression,Model_XGBmodel,Model_random_forest,Model_sklearn_SVM,Norm_Order_first,Norm_Order_last,Prob_Threshold,Scaler_minmax,Scaler_standard,Split_Ratio
Accuracy,0.0,0.026898974253451315,0.02118308172084634,0.00635489402780785,0.09572456253775112,0.0,0.5707460679168846,0.009732126952686665,0.04453963767588575,0.00956931701650684,0.010869680029776034,0.013376795083235343,0.02451328285127089,0.024244844682854896,0.0,0.02225853932027339,0.02207513421752511,0.09791306171324388
Macro_F1,0.0,0.03418762083608908,0.027614358915955824,0.0069957561300847725,0.11320933057142353,0.0,0.5029280140307012,0.013689044080943293,0.03917545495949174,0.015624481571003275,0.015893594699945075,0.0191847162953177,0.029881221026904287,0.029284441449056824,0.0,0.017290391177667,0.01990339032594069,0.11513818392947543
Macro_Precision,0.0,0.026425623268489497,0.02038314863732028,0.005925513358975684,0.0957663939509726,0.0,0.5407928211532557,0.009184642427909562,0.056839456321670125,0.009754182577197717,0.009883891988652723,0.027606866978289405,0.02454867553687184,0.024291255685171563,0.0,0.024948870918711417,0.02516713110295909,0.09848152609355307
Macro_Recall,0.0,0.03829879946595456,0.03206368729308019,0.008402223251971043,0.12487247090227437,0.0,0.45134566518422303,0.015910309899324147,0.03363273730655116,0.01779365091933552,0.01686655068040161,0.020692206318377065,0.031220200860228295,0.031969573620856034,0.0,0.023633213911986247,0.023892904272353986,0.12940580611308306
Weighted_F1,0.0,0.030226758959551694,0.023879554994401437,0.006609510866877281,0.10624218504978389,0.0,0.5429934679244294,0.012148931536768375,0.04159332181425228,0.014263973517167365,0.013255831263476747,0.01440201907765973,0.027296875581556527,0.027302050596867536,0.0,0.016685675113277218,0.017183135677434302,0.10591670802649604
Weighted_Precision,0.0,0.030503389339352996,0.02411059357441985,0.0067520309823388604,0.10357632400404412,0.0,0.5275481496757277,0.010985200507166094,0.051203649410765016,0.013103032099410493,0.012632892582000621,0.012021238518630678,0.027239797092964518,0.02717139972440906,0.0,0.023958992637715476,0.022134624411606785,0.10705868543944758
