Accuracy,Timestamp,RunID,LogDir,Class,Macro_F1,Weighted_F1,Precision,Recall,F1,Support,TP,FN,FP,TN,Norm_First,Split_Ratio,Prob_Threshold,Model_RunID
0.8701298701298701,2026-01-30 19:09:03,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/7/biMeanInfgain/MinMax__mixup__ADASYN/sklearn_SVM,0,0.8617097701149425,0.8719025227645919,0.9347826086956522,0.86,0.8958333333333334,50.0,43,7,3,24,True,0.1,0.5,1769764270122_202fd60e17697713438510995
0.8701298701298701,2026-01-30 19:09:03,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/7/biMeanInfgain/MinMax__mixup__ADASYN/sklearn_SVM,1,0.8617097701149425,0.8719025227645919,0.7741935483870968,0.8888888888888888,0.8275862068965517,27.0,24,3,7,43,True,0.1,0.5,1769764270122_202fd60e17697713438510995
0.8571428571428571,2026-01-30 17:14:49,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/4/biMaxInfgain/Standard__mixup__SMOTE/GradientBoosting,0,0.8468077410019894,0.8586931245639872,0.9148936170212766,0.86,0.8865979381443299,50.0,43,7,4,23,True,0.1,0.5,1769764270122_202fd60e17697644892692686
0.8571428571428571,2026-01-30 17:14:49,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/4/biMaxInfgain/Standard__mixup__SMOTE/GradientBoosting,1,0.8468077410019894,0.8586931245639872,0.7666666666666667,0.8518518518518519,0.8070175438596491,27.0,23,4,7,43,True,0.1,0.5,1769764270122_202fd60e17697644892692686
0.8571428571428571,2026-01-30 21:08:36,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/8/noSelect/MinMax__noAUG__SMOTE/XGBmodel,1,0.850696280627534,0.8599632343683111,0.7352941176470589,0.925925925925926,0.819672131147541,27.0,25,2,9,41,True,0.1,0.5,1769764270122_202fd60e17697785165798990
