Precision,Timestamp,RunID,LogDir,Class,Accuracy,Macro_F1,Weighted_F1,Recall,F1,Support,TP,FN,FP,TN,Norm_First,Split_Ratio,Prob_Threshold,Model_RunID
1.0,2026-01-30 17:15:53,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/4/biMeanInfgain/MinMax__gaussian_noise__ADASYN/LogisticRegression,0,0.4155844155844156,0.3636363636363636,0.3093270365997639,0.1,0.1818181818181818,50.0,5,45,0,27,True,0.1,0.35,1769764270122_202fd60e17697645538978305
1.0,2026-01-30 17:28:28,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/5/biMaxInfgain/gaussian_noise__ADASYN__Standard/LogisticRegression,0,0.4415584415584415,0.4011575330077772,0.3546964881745131,0.14,0.2456140350877192,100.0,14,86,0,54,False,0.2,0.35,1769764270122_202fd60e17697653080843774
1.0,2026-01-30 17:28:28,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/5/biMaxInfgain/gaussian_noise__ADASYN__Standard/GradientBoosting,0,0.3831168831168831,0.3136288998357964,0.2483952828780415,0.05,0.0952380952380952,100.0,5,95,0,54,False,0.2,0.35,1769764270122_202fd60e17697653085221911
1.0,2026-01-30 18:19:37,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/6/infgain/gaussian_noise__RandomUnderSampler__MinMax/GradientBoosting,0,0.5454545454545454,0.5341400172860847,0.5124538382965349,0.3,0.4615384615384615,100.0,30,70,0,54,False,0.2,0.35,1769764270122_202fd60e17697683774530559
1.0,2026-01-30 18:19:40,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/6/infgain/MinMax__gaussian_noise__RandomUnderSampler/random_forest,0,0.5194805194805194,0.503052503052503,0.4760636189207617,0.26,0.4126984126984127,50.0,13,37,0,27,True,0.1,0.35,1769764270122_202fd60e17697683804242179
