Metric,AugName:noAug,FS_Method:biMaxInfgain,FS_Method:infgain,FS_Method:noSelect,FeatureNum:4.0,FeatureNum:5.0,FeatureNum:6.0,FeatureNum:7.0,FeatureNum:8.0,ImblName:noImbl,Model:DTmodel,Model:GradientBoosting,Model:LogisticRegression,Model:XGBmodel,Model:random_forest,Model:sklearn_SVM,Norm_Order:first,Norm_Order:last,Prob_Threshold:0.5,Scaler:minmax,Scaler:standard,Split_Ratio:0.2
Accuracy,0.03851434515816347,0.0404421063862191,0.03763840415758227,0.0349675104039513,0.036567334559436046,0.03755975929170839,0.034207487615148635,0.04629788454088178,0.0349675104039513,0.03851434515816347,0.029134185350484315,0.021496086240924684,0.01786768115422839,0.017595913512088335,0.017070774158554434,0.01984810886425491,0.03863049423293289,0.03857756368138672,0.03851434515816347,0.03161890541386105,0.044210248774867615,0.03851434515816347
Macro_F1,0.038863396740953446,0.042233516532990095,0.03743013123277621,0.031011770236629675,0.03880795495239279,0.04107151334850281,0.03482751282960982,0.044212599001105767,0.031011770236629675,0.038863396740953446,0.029316032753732124,0.02361286194304514,0.014933291047395296,0.0236833644715661,0.021055249161961373,0.02213714397782985,0.03906978641452708,0.038837628444001376,0.038863396740953446,0.03304068591699989,0.04358724749079922,0.038863396740953446
Macro_Precision,0.04238431017667822,0.04457439873302296,0.04147506966611908,0.03729499661646615,0.04346822295365079,0.04165378646026853,0.03838205646159472,0.04787200584612582,0.03729499661646615,0.04238431017667822,0.029714700403752826,0.02443475135012669,0.024110176800638736,0.022326548723051745,0.01883716544746315,0.026469373014716826,0.0424957061819305,0.04246998384696662,0.04238431017667822,0.036020018492936685,0.04779419562241278,0.04238431017667822
Macro_Recall,0.037142632262465926,0.04123059108972739,0.0350710880035267,0.028100168872556442,0.036813006937612344,0.04054262050792178,0.0344547980349363,0.04117154383731408,0.028100168872556442,0.037142632262465926,0.03090681537343394,0.023026613345411416,0.013235305758735936,0.02499948831318189,0.02191702285599697,0.02095263898750843,0.037354039762173406,0.03710382376891934,0.037142632262465926,0.032744378552797326,0.04086239630986211,0.037142632262465926
Weighted_F1,0.03674601784860622,0.03926017646915539,0.035690224129858256,0.03138591142016076,0.03573615534164489,0.03741341335219267,0.03245958080729296,0.043258493912517564,0.03138591142016076,0.03674601784860622,0.027465397664720434,0.021335235599863552,0.015131651123972337,0.019437660689089163,0.018077211073475055,0.019753562562028905,0.03690200795574914,0.0367610236297851,0.03674601784860622,0.030461501801875176,0.04185684328894209,0.03674601784860622
Weighted_Precision,0.03579405524135167,0.03878047980559419,0.034303959925517866,0.029582986133695838,0.03667651615353118,0.03715275953076609,0.032245926636662654,0.039939539864280886,0.029582986133695838,0.03579405524135167,0.027825800636238573,0.02095316676030226,0.016946136427093462,0.01962284831825635,0.017636779888500053,0.021695669485205314,0.035931826140038294,0.03582270139533588,0.03579405524135167,0.030363709824559593,0.040409267793604264,0.03579405524135167
