Metric,Split_Ratio:0.1,FS_Method:noSelect,FeatureNum:8.0,FS_Method:biMaxInfgain,FeatureNum:7.0,Scaler:standard,FeatureNum:5.0,Norm_Order:last,Prob_Threshold:0.5,AugName:noAug
Accuracy,0.05987354846565042,0.05688488688459034,0.05688488688459034,0.05194851758841443,0.053998835968031206,0.05003497770479486,0.05062396296225715,0.05137584889352106,0.05132695052589469,0.05132695052589469
Macro_F1,0.06562610160452441,0.05917662455457889,0.05917662455457889,0.05522555771888265,0.0568674409639745,0.053799928714427556,0.05343201690470791,0.05436389723521913,0.054341498577557754,0.054341498577557754
Macro_Precision,0.0682301834790775,0.06502012346860443,0.06502012346860443,0.05855368929822155,0.06113280662234001,0.05788105042532832,0.057268837412172646,0.05873522641666295,0.05869072284282221,0.05869072284282221
Macro_Recall,0.06443436523014169,0.05720133558311172,0.05720133558311172,0.05353928199619564,0.05454712390432239,0.051980534152860414,0.05199347066095686,0.05270284639224087,0.05268286628253692,0.05268286628253692
Weighted_F1,0.0597468511165029,0.05515428632933602,0.05515428632933602,0.05099436821852531,0.05277482637102158,0.04935905868650417,0.04946120931423986,0.050248778656280434,0.05021511068425323,0.05021511068425323
Weighted_Precision,0.06010446117731548,0.055817251765393684,0.055817251765393684,0.0508331113506284,0.05257268755950124,0.04994091357712992,0.0496554528697583,0.05058492002290539,0.05055392715333307,0.05055392715333307
