Metric,Split_Ratio:0.1,FS_Method:noSelect,FeatureNum:8.0,FS_Method:biMaxInfgain,FeatureNum:7.0,Scaler:standard,FeatureNum:5.0,Norm_Order:last,Prob_Threshold:0.5,AugName:noAug
Accuracy,0.7454705788039121,0.735705266955267,0.735705266955267,0.7413194444444444,0.7344426406926406,0.744378306878307,0.7437545093795094,0.7403699695366363,0.7402797819464486,0.7402797819464486
Macro_F1,0.7130793816334268,0.7024535322930686,0.7024535322930686,0.7099159863432334,0.7009960623906415,0.7119497912185422,0.7129218228681318,0.707357701420027,0.7072392980484539,0.7072392980484539
Macro_Precision,0.7244346258297472,0.714695912479316,0.714695912479316,0.7192620042281141,0.712449194506929,0.7225981234543009,0.7218493754348623,0.7189997972225575,0.7188859940145408,0.7188859940145408
Macro_Recall,0.7096776406035665,0.6988554526748971,0.6988554526748971,0.7067351466049383,0.697602237654321,0.7078440786465477,0.7095936213991769,0.7035876771833561,0.7034722222222223,0.7034722222222223
Weighted_F1,0.741480486301066,0.7317289210856592,0.7317289210856592,0.7380967420494282,0.730423027986594,0.7405511783251701,0.7407528324345433,0.7363475822431861,0.7362471984068023,0.7362471984068023
Weighted_Precision,0.7441207980507824,0.7349403986817721,0.7349403986817721,0.7400259295454699,0.7331554057238427,0.742149607889224,0.7424129615163283,0.7388637346038077,0.7387597542487558,0.7387597542487558
