Part_Label,AugName:gaussian_noise,Model:DTmodel,ImblName:TomekLinks,ImblName:noImbl,Prob_Threshold:0.5,AugName:mixup,AugName:noAug,Model:sklearn_SVM,Model:LogisticRegression,Model:XGBmodel,Norm_Order:first,Split_Ratio:0.1,FS_Method:biMaxInfgain,FS_Method:biMeanInfgain,FS_Method:infgain,FS_Method:noSelect,FeatureNum:4.0,FeatureNum:5.0,FeatureNum:6.0,FeatureNum:7.0,FeatureNum:8.0,Model:GradientBoosting,Scaler:minmax,Scaler:standard,Model:random_forest,Norm_Order:last,Split_Ratio:0.2,ImblName:RandomUnderSampler,ImblName:SMOTE,Prob_Threshold:0.35,ImblName:ADASYN
FS_Method:biMaxInfgain,0.9705604203783931,0.6763372108000992,0.8154831689775082,0.715317898154385,0.8671372517844673,0.9415351071630842,0.9742449033254927,0.9956627173537856,0.9775349994177022,0.9989517157985922,0.9981902196229334,0.9991944871689693,,,,,0.9994555655593625,0.9991867713966958,0.9994685013650827,0.9996961313097447,0.9992471658490903,0.9982133395668692,0.9962908709134058,0.9982215922357058,0.997877491516483,0.9990634313727421,0.9977078624922397,0.979598971753999,0.9885447716333251,0.978117932654114,0.9763826481077409
FS_Method:biMeanInfgain,0.9739015095200922,0.6678337877377623,0.8111774938322036,0.7117260852696018,0.8631789970961155,0.9366819321482068,0.9711323986012343,0.9962247998008628,0.9802089403530833,0.9990852522306594,0.997533512000386,0.9992417123528734,,,,,0.9991750748935846,0.9994336898660925,0.9993059479553956,0.9996659909888835,0.9993256507137536,0.9986165129658721,0.995472440264636,0.9988338031231101,0.9981371908100957,0.9995556645145879,0.9975752400944532,0.9805928622723421,0.9890890519338831,0.9798111410916954,0.9782700535979094
FS_Method:infgain,0.9693236773421483,0.6954257547552393,0.8339662481342383,0.7389038383627707,0.8827723838205761,0.9455206809978577,0.9727163820557376,0.9977139334402544,0.9726853529869058,0.9965472092270974,0.9993886569271058,0.9971359902035811,,,,,0.9999154924560529,0.9972322169128792,0.9999559344537795,0.9997486596305621,0.9997433363034612,0.9955246664395448,0.9984133021061087,0.9960518177092029,0.9947931789598684,0.997632523211111,0.9994249192496982,0.9722884700077333,0.9826569207217242,0.9709224187977072,0.9690328878349027
FS_Method:noSelect,0.9739505533478063,0.6846273738846935,0.8296472993112886,0.7358227293648348,0.8786129646783778,0.9392616893133685,0.9682421330638921,0.9983981611630909,0.9756909622409746,0.9969762884907489,0.9985825674141133,0.9971612929640052,,,,,0.9994660558459124,0.9975577710875565,0.9998303091876938,0.9998901833164743,1.0,0.9962480018670842,0.9974453880703709,0.9968674307705153,0.995538031103482,0.998333127410052,0.9994018154014356,0.972961183288456,0.9830686163805339,0.972762300081775,0.9712374419320753
FeatureNum:4.0,0.9671415778339161,0.6963860022497538,0.83171281699712,0.7347167358820395,0.8811225676202459,0.9478648496393157,0.9754463715756422,0.9967873124761095,0.9722112239622874,0.9969320558369764,0.9994938323300546,0.9976142496268844,0.9994555655593625,0.9991750748935846,0.9999154924560529,0.9994660558459124,,,,,,0.9958160032734653,0.9983747611727911,0.9961379967392994,0.9952000427652221,0.9975961528820855,0.9989856338351011,0.9736868897164166,0.9838721675799907,0.9716912575942804,0.9696574687999666
FeatureNum:5.0,0.9744570176635882,0.647614181411086,0.7916981858149262,0.6877921542264568,0.8464716123094483,0.9306837965416448,0.9708056205054075,0.9933739818854324,0.9843579140881894,0.999834619436584,0.9950339921182793,0.9998790373804828,0.9991867713966958,0.9994336898660925,0.9972322169128792,0.9975577710875565,,,,,,0.9997313305547146,0.9920730580478893,0.9996763480662835,0.9994105247709617,0.9996763058363027,0.9946728835779882,0.9865969885438148,0.9934579429791116,0.9857002266659104,0.9842629915168404
FeatureNum:6.0,0.9698416424748351,0.6930030415153406,0.8322843252014378,0.736823727071767,0.8813018620737338,0.9448939022012327,0.9725875793751474,0.9975550350334493,0.9732318174220619,0.9970047158796658,0.9993077937994224,0.9974200945111938,0.9994685013650827,0.9993059479553956,0.9999559344537795,0.9998303091876938,,,,,,0.9960036520272741,0.9982436640584852,0.9964044365604052,0.9954013355668152,0.9979159273759765,0.9993621854607302,0.9729512944962101,0.9832821316799202,0.971728062795362,0.9699174062177752
FeatureNum:7.0,0.9723757228801028,0.6832809407583945,0.8256221445676523,0.729459139977311,0.8754556385634463,0.9410244616570587,0.9709773543569912,0.9974696143811287,0.975989172598264,0.9978304660213285,0.9987093480902836,0.9980173506012308,0.9996961313097447,0.9996659909888835,0.9997486596305621,0.9998901833164743,,,,,,0.9970469811695013,0.9973380598783392,0.9973952385990974,0.9965169953611751,0.9986678378731522,0.998995179876291,0.9752187665790035,0.9850309330262387,0.974481986540926,0.9728642677474418
FeatureNum:8.0,0.9739505533478063,0.6846273738846935,0.8296472993112886,0.7358227293648348,0.8786129646783778,0.9392616893133685,0.9682421330638921,0.9983981611630909,0.9756909622409746,0.9969762884907489,0.9985825674141133,0.9971612929640052,0.9992471658490903,0.9993256507137536,0.9997433363034612,1.0,,,,,,0.9962480018670842,0.9974453880703709,0.9968674307705153,0.995538031103482,0.998333127410052,0.9994018154014356,0.972961183288456,0.9830686163805339,0.972762300081775,0.9712374419320753
Model:GradientBoosting,0.9764373031740505,,0.7806198449594909,0.6754768038390908,0.8365805872202868,0.9242255509015979,0.967593921008462,,,,0.9928180157558885,0.9994774780295598,0.9982133395668692,0.9986165129658721,0.9955246664395448,0.9962480018670842,0.9958160032734653,0.9997313305547146,0.9960036520272741,0.9970469811695013,0.9962480018670842,,0.9893870300245632,0.9997825148389291,,0.9994119966356375,0.9927018970044107,0.9887344336876135,0.9948557917616758,0.9884757826977382,0.9873178523947154
Scaler:minmax,0.9569115463546735,0.7344084171819655,0.8614561338589578,0.7697896792552565,0.9063297857659279,0.9596658890275427,0.9766356881328615,0.995446656540682,0.958113618001378,0.9914269086386575,0.9996310734330984,0.9923807902346329,0.9962908709134058,0.995472440264636,0.9984133021061087,0.9974453880703709,0.9983747611727911,0.9920730580478893,0.9982436640584852,0.9973380598783392,0.9974453880703709,0.9893870300245632,,,0.9887991288930571,0.9923599381099583,0.9988422000105153,0.9597461993850835,0.9728398856573179,0.9568150806185655,0.954346752957896
Scaler:standard,0.979549408446558,0.6314538380169388,0.783071557795122,0.6803249077960055,0.8384454122837364,0.9213227925400609,0.964542716822407,0.9933838923532549,0.9882244882481759,0.9994247255334668,0.9930051202310483,0.9992026050155894,0.9982215922357058,0.9988338031231101,0.9960518177092029,0.9968674307705153,0.9961379967392994,0.9996763480662835,0.9964044365604052,0.9973952385990974,0.9968674307705153,0.9997825148389291,,,0.9993057398382909,0.9997662788379982,0.9935541995030781,0.9876387072863733,0.9937524400335496,0.9880290743532312,0.9869732676173427
Model:random_forest,0.9743024017206644,,0.7790114076449172,0.6724946148259251,0.8352442424093927,0.9255801534588576,0.9689327023343199,,,,0.9923209551595068,0.9992765430144416,0.997877491516483,0.9981371908100957,0.9947931789598684,0.995538031103482,0.9952000427652221,0.9994105247709617,0.9954013355668152,0.9965169953611751,0.995538031103482,,0.9887991288930571,0.9993057398382909,,0.998856867711579,0.9918323681300336,0.9889050733118671,0.9951236749948967,0.9883462415210919,0.9871701747833337
Norm_Order:last,0.9790137783113998,0.6456596764194326,0.7960915781384531,0.6959229749971928,0.8497267493750098,0.9262170108908575,0.9656637761433542,0.9954230659140504,0.9856059934535345,0.9993244094580678,,0.9991936717644776,0.9990634313727421,0.9995556645145879,0.997632523211111,0.998333127410052,0.9975961528820855,0.9996763058363027,0.9979159273759765,0.9986678378731522,0.998333127410052,0.9994119966356375,0.9923599381099583,0.9997662788379982,0.998856867711579,,0.9957560825371529,0.9841694774675857,0.991365292514813,0.984507497392102,0.9833526125448633
Split_Ratio:0.2,0.9697123803878073,0.7063102185013465,0.8481597793735269,0.7584686573555922,0.894267923614177,0.9450575428363941,0.9678715885603222,0.9987178081185635,0.968488601021807,0.9938808035586321,0.999048992535784,,0.9977078624922397,0.9975752400944532,0.9994249192496982,0.9994018154014356,0.9989856338351011,0.9946728835779882,0.9993621854607302,0.998995179876291,0.9994018154014356,0.9927018970044107,0.9988422000105153,0.9935541995030781,0.9918323681300336,0.9957560825371529,,0.9647287868348108,0.9764895070969472,0.9642576484349704,0.9625149935187288
ImblName:RandomUnderSampler,0.9617368247460978,0.5397455280197258,,,0.7518475993206191,0.8862911726749995,0.9534501628232542,0.9639586584113928,0.989178599268026,0.9869902687748214,0.9669842709205222,0.9868190346357256,0.979598971753999,0.9805928622723421,0.9722884700077333,0.972961183288456,0.9736868897164166,0.9865969885438148,0.9729512944962101,0.9752187665790035,0.972961183288456,0.9887344336876135,0.9597461993850835,0.9876387072863733,0.9889050733118671,0.9841694774675857,0.9647287868348108,,,0.9984379457754793,
ImblName:SMOTE,0.965192716952495,0.5801757267366497,,,0.784833777941888,0.9066326410830795,0.9646252614381462,0.9747344152520043,0.988345701635473,0.9939145023740558,0.9787408667329979,0.9937806128510324,0.9885447716333251,0.9890890519338831,0.9826569207217242,0.9830686163805339,0.9838721675799907,0.9934579429791116,0.9832821316799202,0.9850309330262387,0.9830686163805339,0.9948557917616758,0.9728398856573179,0.9937524400335496,0.9951236749948967,0.991365292514813,0.9764895070969472,,,0.9965566136622191,
Prob_Threshold:0.35,0.9731245189295252,0.5162445722433773,0.6779467930203753,0.5599173847254845,,0.8692188916050968,0.9395331878376532,0.9658094841298253,0.9951382548539731,0.985962481553284,0.964164298553781,0.9850639604180949,0.978117932654114,0.9798111410916954,0.9709224187977072,0.972762300081775,0.9716912575942804,0.9857002266659104,0.971728062795362,0.974481986540926,0.972762300081775,0.9884757826977382,0.9568150806185655,0.9880290743532312,0.9883462415210919,0.984507497392102,0.9642576484349704,0.9984379457754793,0.9965566136622191,,0.9998655886170652
ImblName:ADASYN,0.9750390329907243,0.5065905343012966,,,0.7398859790944969,0.8627197850129276,0.9344701758770839,0.9646440465769826,0.995921562909742,0.9845629952405263,0.9618285221280362,0.9834001320719693,0.9763826481077409,0.9782700535979094,0.9690328878349027,0.9712374419320753,0.9696574687999666,0.9842629915168404,0.9699174062177752,0.9728642677474418,0.9712374419320753,0.9873178523947154,0.954346752957896,0.9869732676173427,0.9871701747833337,0.9833526125448633,0.9625149935187288,,,0.9998655886170652,
