Integrated_Score,LogDir,Norm_First,Split_Ratio,Prob_Threshold,Timestamp,RunID,Model_RunID,Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Weighted_Precision,Weighted_Recall,Weighted_F1,Micro_Precision,Micro_Recall,Micro_F1,NormOrder,FeatureNum,InfoGain,Pipeline,Model,Scaler,AugMethod,ImblMethod
0.3480451237215942,log/pimaindians_diabetes/8/noSelect/gaussian_noise__ADASYN__MinMax/GradientBoosting,False,0.1,0.35,2026-02-04 04:28:18,1770071966168_8d52732c,1770071966168_8d52732c17701504986034654,0.3506493506493506,0.4233333333333333,0.4914814814814814,0.2741327300150829,0.4462337662337662,0.3506493506493506,0.2037374390315566,0.3506493506493506,0.3506493506493506,0.3506493506493506,Last,8,noSelect,gaussian_noise__ADASYN__MinMax,GradientBoosting,MinMax,gaussian_noise,ADASYN
0.3480451237215942,log/pimaindians_diabetes/8/noSelect/MinMax__gaussian_noise__ADASYN/XGBmodel,True,0.1,0.35,2026-02-04 04:28:50,1770071966168_8d52732c,1770071966168_8d52732c17701505308433267,0.3506493506493506,0.4233333333333333,0.4914814814814814,0.2741327300150829,0.4462337662337662,0.3506493506493506,0.2037374390315566,0.3506493506493506,0.3506493506493506,0.3506493506493506,First,8,noSelect,MinMax__gaussian_noise__ADASYN,XGBmodel,MinMax,gaussian_noise,ADASYN
0.3760791289599908,log/pimaindians_diabetes/8/noSelect/MinMax__gaussian_noise__SMOTE/XGBmodel,True,0.1,0.35,2026-02-04 04:31:07,1770071966168_8d52732c,1770071966168_8d52732c17701506679981549,0.3636363636363636,0.4571428571428571,0.4844444444444444,0.3175981190088623,0.4912801484230055,0.3636363636363636,0.2646541376872358,0.3636363636363636,0.3636363636363636,0.3636363636363636,First,8,noSelect,MinMax__gaussian_noise__SMOTE,XGBmodel,MinMax,gaussian_noise,SMOTE
0.3764990052035506,log/pimaindians_diabetes/8/noSelect/gaussian_noise__SMOTE__Standard/XGBmodel,False,0.1,0.35,2026-02-04 04:50:44,1770071966168_8d52732c,1770071966168_8d52732c17701518447024660,0.3636363636363636,0.4736111111111111,0.492962962962963,0.307070707070707,0.5113636363636364,0.3636363636363637,0.2479338842975206,0.3636363636363636,0.3636363636363636,0.3636363636363636,Last,8,noSelect,gaussian_noise__SMOTE__Standard,XGBmodel,Standard,gaussian_noise,SMOTE
0.3764990052035506,log/pimaindians_diabetes/8/noSelect/gaussian_noise__SMOTE__MinMax/XGBmodel,False,0.1,0.35,2026-02-04 04:30:31,1770071966168_8d52732c,1770071966168_8d52732c17701506316887800,0.3636363636363636,0.4736111111111111,0.492962962962963,0.307070707070707,0.5113636363636364,0.3636363636363637,0.2479338842975206,0.3636363636363636,0.3636363636363636,0.3636363636363636,Last,8,noSelect,gaussian_noise__SMOTE__MinMax,XGBmodel,MinMax,gaussian_noise,SMOTE
