,DTmodel,GradientBoosting,LogisticRegression,XGBmodel,random_forest,sklearn_SVM
DTmodel,0.0,0.07989728961180292,0.09702784190690457,0.07915444565546058,0.07362942643104095,0.09923533970917454
GradientBoosting,0.07989728961180292,0.0,0.05097538355420509,0.0319024570726666,0.042172864261412736,0.051010433304507136
LogisticRegression,0.09702784190690457,0.05097538355420509,0.0,0.05225358955561948,0.058074594853533064,0.03842623448523623
XGBmodel,0.07915444565546058,0.0319024570726666,0.05225358955561948,0.0,0.04185593008942879,0.051376040968959494
random_forest,0.07362942643104095,0.042172864261412736,0.058074594853533064,0.04185593008942879,0.0,0.059558348285486694
sklearn_SVM,0.09923533970917454,0.051010433304507136,0.03842623448523623,0.051376040968959494,0.059558348285486694,0.0
