Metric,AugMethod_gaussian_noise,AugMethod_mixup,AugMethod_noAUG,FeatureNum,ImblMethod_ADASYN,ImblMethod_RandomUnderSampler,ImblMethod_SMOTE,ImblMethod_TomekLinks,ImblMethod_noIMB,InfoGain_biMaxInfgain,InfoGain_biMeanInfgain,InfoGain_infgain,InfoGain_noSelect,Model_DTmodel,Model_GradientBoosting,Model_LogisticRegression,Model_XGBmodel,Model_random_forest,Model_sklearn_SVM,NormOrder_First,NormOrder_Last,Prob_Threshold,Scaler_MinMax,Scaler_Standard,Split_Ratio
Accuracy,0.3869477582163174,0.002865092714042157,0.002890944618483437,0.02811944826582675,0.08353172883206414,0.03768890629777606,0.05709513123914484,0.005038296846524671,0.004563548460619804,0.0029864223614917396,0.002839607187422823,0.014424212043578905,0.0012477978565553713,0.0825067604499142,0.0033015227766960724,0.04174079198115352,0.005585198983000512,0.014716749162254936,0.0579859179477515,0.006455327106674802,0.006527221362168921,0.11976545041548778,0.003183325724448169,0.003203498261269982,0.02478934088933139
Macro_F1,0.44806723114089897,0.0028487936710993285,0.002889870454158241,0.02968383028902698,0.05561556871866433,0.009706202484121301,0.02587813835924198,0.005156225724310451,0.005111875025595146,0.0032699101018818268,0.0030956814437791704,0.014788523339439853,0.0014145015083866013,0.0756708331515282,0.0037016648848787986,0.03990058913027668,0.0056546153049431315,0.014486366467362486,0.058268639620043326,0.005893364540399242,0.006301799133062457,0.14831745242990066,0.003542367987260064,0.003528288112159568,0.02720766697758127
Macro_Precision,0.333769477390147,0.004904298760662923,0.004965526930341485,0.04440275853646597,0.023188026759238863,0.006867612503889222,0.013980303943182979,0.00958588581780303,0.008797999628358994,0.00651138746415419,0.006647733195283868,0.017985770705952298,0.0025813739988432504,0.2993998968816496,0.014261243646566673,0.01685137844670345,0.01761323719695866,0.042319729263871377,0.010007001762757714,0.008691674800816744,0.009026267035107114,0.022616311982319424,0.007361283075945953,0.007346112227065641,0.060317708045913604
Macro_Recall,0.42132115346856286,0.004717167055051378,0.0047856422455508,0.03420955281318601,0.030753171777762916,0.02946208837311018,0.015895413453768718,0.018476500517811342,0.022505683324940188,0.004017981372338678,0.004112415728147722,0.016159145933867657,0.0018981155879589742,0.1896337022761059,0.0055358122711877756,0.030175580409896957,0.004348308304431722,0.010938856998415146,0.03142074660089256,0.0066986760902268076,0.006707480769946168,0.050893258952345526,0.004293175527292641,0.004257818612979285,0.04678255153422223
Weighted_F1,0.40021179264972295,0.002070247440287278,0.0021954807675206084,0.02892406788948594,0.08487602094778106,0.018292934516021,0.044336721217335666,0.0030065894341739455,0.003229139765772836,0.0028513845023306838,0.002623531585422738,0.014788449915006972,0.0011230480926727735,0.06382754228679918,0.0032313723748666357,0.04070842336595648,0.0054448994166923295,0.013056606260669838,0.0612050965133066,0.006730610897432907,0.005874751316338484,0.16533170665567096,0.0030461675062254424,0.003010200688238552,0.02000321399426817
Weighted_Precision,0.27930709895425193,0.005147408403246471,0.00514934054445114,0.04839711383187385,0.01117211232473607,0.011512793857107097,0.007377137902107425,0.024591011176122612,0.026335397692806965,0.007310218202714873,0.007716515924064405,0.018433906178305898,0.002743712141328292,0.31831812847837637,0.013922592145970428,0.013937720262173605,0.01822464977558701,0.03770645515425485,0.008743895287158883,0.010465178408504758,0.010459828432855967,0.03410697465847333,0.008144850378175465,0.008180297441594021,0.06259566244375844
